Group,Subgroup,Time_Period,Value,Risk
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-05-21,32.2,Moderate
By Education,Less than a high school diploma,2020-05-21,38.7,High
By Education,High school diploma or GED,2020-05-21,26.6,Mild
By Education,Some college/Associate's degree,2020-05-21,27.6,Mild
By Education,Bachelor's degree or higher,2020-05-21,17.3,Mild
By State,Alabama,2020-05-21,20.9,Mild
By State,Alaska,2020-05-21,26.8,Mild
By State,Arizona,2020-05-21,25.1,Mild
By State,Arkansas,2020-05-21,23.8,Mild
By State,California,2020-05-21,26.9,Mild
By State,Colorado,2020-05-21,25.5,Mild
By State,Connecticut,2020-05-21,21.0,Mild
By State,Delaware,2020-05-21,22.7,Mild
By State,District of Columbia,2020-05-21,20.9,Mild
By State,Florida,2020-05-21,28.6,Mild
By State,Georgia,2020-05-21,27.7,Mild
By State,Hawaii,2020-05-21,18.5,Mild
By State,Idaho,2020-05-21,18.9,Mild
By State,Illinois,2020-05-21,24.2,Mild
By State,Indiana,2020-05-21,24.8,Mild
By State,Iowa,2020-05-21,17.6,Mild
By State,Kansas,2020-05-21,25.2,Mild
By State,Kentucky,2020-05-21,23.2,Mild
By State,Louisiana,2020-05-21,31.1,Moderate
By State,Maine,2020-05-21,18.5,Mild
By State,Maryland,2020-05-21,22.9,Mild
By State,Massachusetts,2020-05-21,20.3,Mild
By State,Michigan,2020-05-21,25.1,Mild
By State,Minnesota,2020-05-21,17.7,Mild
By State,Mississippi,2020-05-21,27.7,Mild
By State,Missouri,2020-05-21,24.3,Mild
By State,Montana,2020-05-21,22.2,Mild
By State,Nebraska,2020-05-21,17.2,Mild
By State,Nevada,2020-05-21,27.1,Mild
By State,New Hampshire,2020-05-21,22.2,Mild
By State,New Jersey,2020-05-21,22.9,Mild
By State,New Mexico,2020-05-21,28.7,Mild
By State,New York,2020-05-21,23.7,Mild
By State,North Carolina,2020-05-21,22.1,Mild
By State,North Dakota,2020-05-21,19.8,Mild
By State,Ohio,2020-05-21,27.4,Mild
By State,Oklahoma,2020-05-21,27.5,Mild
By State,Oregon,2020-05-21,24.2,Mild
By State,Pennsylvania,2020-05-21,25.9,Mild
By State,Rhode Island,2020-05-21,21.4,Mild
By State,South Carolina,2020-05-21,21.7,Mild
By State,South Dakota,2020-05-21,25.8,Mild
By State,Tennessee,2020-05-21,22.5,Mild
By State,Texas,2020-05-21,28.8,Mild
By State,Utah,2020-05-21,24.9,Mild
By State,Vermont,2020-05-21,19.4,Mild
By State,Virginia,2020-05-21,22.3,Mild
By State,Washington,2020-05-21,22.2,Mild
By State,West Virginia,2020-05-21,22.0,Mild
By State,Wisconsin,2020-05-21,20.8,Mild
By State,Wyoming,2020-05-21,18.8,Mild
By Age,18 - 29 years,2020-05-28,36.8,High
By Age,30 - 39 years,2020-05-28,27.9,Mild
By Age,40 - 49 years,2020-05-28,25.7,Mild
By Age,50 - 59 years,2020-05-28,25.1,Mild
By Age,60 - 69 years,2020-05-28,18.0,Mild
By Age,70 - 79 years,2020-05-28,15.5,Mild
By Age,80 years and above,2020-05-28,14.9,Mild
By Sex,Male,2020-05-28,23.0,Mild
By Sex,Female,2020-05-28,27.4,Mild
By Race/Hispanic ethnicity,Hispanic or Latino,2020-05-28,26.3,Mild
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-05-28,23.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-05-28,29.9,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-05-28,22.0,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-05-28,37.6,High
By Education,Less than a high school diploma,2020-05-28,31.9,Moderate
By Education,High school diploma or GED,2020-05-28,27.8,Mild
By Education,Some college/Associate's degree,2020-05-28,27.8,Mild
By Education,Bachelor's degree or higher,2020-05-28,18.6,Mild
By State,Alabama,2020-05-28,28.4,Mild
By State,Alaska,2020-05-28,24.4,Mild
By State,Arizona,2020-05-28,23.9,Mild
By State,Arkansas,2020-05-28,28.9,Mild
By State,California,2020-05-28,26.9,Mild
By State,Colorado,2020-05-28,23.9,Mild
By State,Connecticut,2020-05-28,25.4,Mild
By State,Delaware,2020-05-28,20.7,Mild
By State,District of Columbia,2020-05-28,21.3,Mild
By State,Florida,2020-05-28,29.6,Mild
By State,Georgia,2020-05-28,24.5,Mild
By State,Hawaii,2020-05-28,17.0,Mild
By State,Idaho,2020-05-28,23.8,Mild
By State,Illinois,2020-05-28,26.9,Mild
By State,Indiana,2020-05-28,25.6,Mild
By State,Iowa,2020-05-28,22.6,Mild
By State,Kansas,2020-05-28,23.1,Mild
By State,Kentucky,2020-05-28,28.5,Mild
By State,Louisiana,2020-05-28,26.8,Mild
By State,Maine,2020-05-28,18.5,Mild
By State,Maryland,2020-05-28,21.9,Mild
By State,Massachusetts,2020-05-28,20.3,Mild
By State,Michigan,2020-05-28,25.9,Mild
By State,Minnesota,2020-05-28,19.1,Mild
By State,Mississippi,2020-05-28,28.6,Mild
By State,Missouri,2020-05-28,24.5,Mild
By State,Montana,2020-05-28,20.5,Mild
By State,Nebraska,2020-05-28,18.2,Mild
By State,Nevada,2020-05-28,20.2,Mild
By State,New Hampshire,2020-05-28,22.6,Mild
By State,New Jersey,2020-05-28,25.8,Mild
By State,New Mexico,2020-05-28,24.3,Mild
By State,New York,2020-05-28,24.5,Mild
By State,North Carolina,2020-05-28,22.3,Mild
By State,North Dakota,2020-05-28,19.3,Mild
By State,Ohio,2020-05-28,28.1,Mild
By State,Oklahoma,2020-05-28,31.8,Moderate
By State,Oregon,2020-05-28,27.6,Mild
By State,Pennsylvania,2020-05-28,24.6,Mild
By State,Rhode Island,2020-05-28,22.3,Mild
By State,South Carolina,2020-05-28,28.8,Mild
By State,South Dakota,2020-05-28,20.0,Mild
By State,Tennessee,2020-05-28,22.9,Mild
By State,Texas,2020-05-28,26.2,Mild
By State,Utah,2020-05-28,22.3,Mild
By State,Vermont,2020-05-28,23.5,Mild
By State,Virginia,2020-05-28,21.4,Mild
By State,Washington,2020-05-28,27.1,Mild
By State,West Virginia,2020-05-28,26.2,Mild
By State,Wisconsin,2020-05-28,17.7,Mild
By State,Wyoming,2020-05-28,25.2,Mild
By Age,18 - 29 years,2020-06-04,37.0,High
By Age,30 - 39 years,2020-06-04,29.1,Mild
By Age,40 - 49 years,2020-06-04,27.0,Mild
By Age,50 - 59 years,2020-06-04,26.0,Mild
By Age,60 - 69 years,2020-06-04,19.8,Mild
By Age,70 - 79 years,2020-06-04,13.1,Mild
By Age,80 years and above,2020-06-04,12.3,Mild
By Sex,Male,2020-06-04,23.7,Mild
By Sex,Female,2020-06-04,27.8,Mild
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-04,30.8,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-04,23.9,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-04,29.6,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-04,19.8,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-04,33.9,Moderate
By Education,Less than a high school diploma,2020-06-04,37.1,High
By Education,High school diploma or GED,2020-06-04,27.6,Mild
By Education,Some college/Associate's degree,2020-06-04,28.2,Mild
By Education,Bachelor's degree or higher,2020-06-04,18.9,Mild
By State,Alabama,2020-06-04,27.7,Mild
By State,Alaska,2020-06-04,21.5,Mild
By State,Arizona,2020-06-04,26.5,Mild
By State,Arkansas,2020-06-04,26.5,Mild
By State,California,2020-06-04,28.6,Mild
By State,Colorado,2020-06-04,23.9,Mild
By State,Connecticut,2020-06-04,20.7,Mild
By State,Delaware,2020-06-04,25.3,Mild
By State,District of Columbia,2020-06-04,25.9,Mild
By State,Florida,2020-06-04,30.2,Moderate
By State,Georgia,2020-06-04,25.6,Mild
By State,Hawaii,2020-06-04,19.5,Mild
By State,Idaho,2020-06-04,19.2,Mild
By State,Illinois,2020-06-04,27.9,Mild
By State,Indiana,2020-06-04,22.2,Mild
By State,Iowa,2020-06-04,25.7,Mild
By State,Kansas,2020-06-04,28.6,Mild
By State,Kentucky,2020-06-04,25.5,Mild
By State,Louisiana,2020-06-04,28.4,Mild
By State,Maine,2020-06-04,20.6,Mild
By State,Maryland,2020-06-04,18.4,Mild
By State,Massachusetts,2020-06-04,21.8,Mild
By State,Michigan,2020-06-04,19.1,Mild
By State,Minnesota,2020-06-04,19.7,Mild
By State,Mississippi,2020-06-04,29.6,Mild
By State,Missouri,2020-06-04,23.1,Mild
By State,Montana,2020-06-04,17.5,Mild
By State,Nebraska,2020-06-04,21.7,Mild
By State,Nevada,2020-06-04,27.6,Mild
By State,New Hampshire,2020-06-04,26.2,Mild
By State,New Jersey,2020-06-04,21.8,Mild
By State,New Mexico,2020-06-04,23.7,Mild
By State,New York,2020-06-04,28.5,Mild
By State,North Carolina,2020-06-04,21.6,Mild
By State,North Dakota,2020-06-04,14.7,Mild
By State,Ohio,2020-06-04,26.4,Mild
By State,Oklahoma,2020-06-04,24.7,Mild
By State,Oregon,2020-06-04,27.1,Mild
By State,Pennsylvania,2020-06-04,24.7,Mild
By State,Rhode Island,2020-06-04,19.0,Mild
By State,South Carolina,2020-06-04,25.0,Mild
By State,South Dakota,2020-06-04,21.2,Mild
By State,Tennessee,2020-06-04,27.2,Mild
By State,Texas,2020-06-04,30.3,Moderate
By State,Utah,2020-06-04,25.3,Mild
By State,Vermont,2020-06-04,25.1,Mild
By State,Virginia,2020-06-04,27.5,Mild
By State,Washington,2020-06-04,21.4,Mild
By State,West Virginia,2020-06-04,27.9,Mild
By State,Wisconsin,2020-06-04,19.5,Mild
By State,Wyoming,2020-06-04,20.9,Mild
By Age,18 - 29 years,2020-06-11,36.8,High
By Age,30 - 39 years,2020-06-11,26.7,Mild
By Age,40 - 49 years,2020-06-11,25.9,Mild
By Age,50 - 59 years,2020-06-11,24.6,Mild
By Age,60 - 69 years,2020-06-11,19.6,Mild
By Age,70 - 79 years,2020-06-11,15.5,Mild
By Age,80 years and above,2020-06-11,9.9,Mild
By Sex,Male,2020-06-11,23.3,Mild
By Sex,Female,2020-06-11,26.7,Mild
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-11,28.4,Mild
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-11,23.5,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-11,28.3,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-11,21.0,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-11,32.3,Moderate
By Education,Less than a high school diploma,2020-06-11,31.4,Moderate
By Education,High school diploma or GED,2020-06-11,27.5,Mild
By Education,Some college/Associate's degree,2020-06-11,28.4,Mild
By Education,Bachelor's degree or higher,2020-06-11,17.9,Mild
By State,Alabama,2020-06-11,26.7,Mild
By State,Alaska,2020-06-11,23.5,Mild
By State,Arizona,2020-06-11,25.0,Mild
By State,Arkansas,2020-06-11,29.6,Mild
By State,California,2020-06-11,27.2,Mild
By State,Colorado,2020-06-11,22.1,Mild
By State,Connecticut,2020-06-11,25.5,Mild
By State,Delaware,2020-06-11,24.4,Mild
By State,District of Columbia,2020-06-11,16.3,Mild
By State,Florida,2020-06-11,28.1,Mild
By State,Georgia,2020-06-11,25.7,Mild
By State,Hawaii,2020-06-11,26.8,Mild
By State,Idaho,2020-06-11,14.3,Mild
By State,Illinois,2020-06-11,24.8,Mild
By State,Indiana,2020-06-11,26.6,Mild
By State,Iowa,2020-06-11,22.4,Mild
By State,Kansas,2020-06-11,24.6,Mild
By State,Kentucky,2020-06-11,22.6,Mild
By State,Louisiana,2020-06-11,34.5,Moderate
By State,Maine,2020-06-11,23.7,Mild
By State,Maryland,2020-06-11,27.9,Mild
By State,Massachusetts,2020-06-11,17.0,Mild
By State,Michigan,2020-06-11,21.4,Mild
By State,Minnesota,2020-06-11,19.9,Mild
By State,Mississippi,2020-06-11,24.8,Mild
By State,Missouri,2020-06-11,26.1,Mild
By State,Montana,2020-06-11,21.8,Mild
By State,Nebraska,2020-06-11,20.3,Mild
By State,Nevada,2020-06-11,30.4,Moderate
By State,New Hampshire,2020-06-11,21.7,Mild
By State,New Jersey,2020-06-11,26.9,Mild
By State,New Mexico,2020-06-11,18.8,Mild
By State,New York,2020-06-11,23.4,Mild
By State,North Carolina,2020-06-11,23.9,Mild
By State,North Dakota,2020-06-11,23.4,Mild
By State,Ohio,2020-06-11,26.8,Mild
By State,Oklahoma,2020-06-11,22.5,Mild
By State,Oregon,2020-06-11,31.1,Moderate
By State,Pennsylvania,2020-06-11,25.5,Mild
By State,Rhode Island,2020-06-11,24.1,Mild
By State,South Carolina,2020-06-11,28.1,Mild
By State,South Dakota,2020-06-11,19.2,Mild
By State,Tennessee,2020-06-11,21.5,Mild
By State,Texas,2020-06-11,27.6,Mild
By State,Utah,2020-06-11,18.5,Mild
By State,Vermont,2020-06-11,26.2,Mild
By State,Virginia,2020-06-11,23.3,Mild
By State,Washington,2020-06-11,22.5,Mild
By State,West Virginia,2020-06-11,23.5,Mild
By State,Wisconsin,2020-06-11,17.5,Mild
By State,Wyoming,2020-06-11,18.9,Mild
By Age,18 - 29 years,2020-06-18,36.7,High
By Age,30 - 39 years,2020-06-18,28.3,Mild
By Age,40 - 49 years,2020-06-18,26.2,Mild
By Age,50 - 59 years,2020-06-18,26.0,Mild
By Age,60 - 69 years,2020-06-18,19.3,Mild
By Age,70 - 79 years,2020-06-18,14.5,Mild
By Age,80 years and above,2020-06-18,10.8,Mild
By Sex,Male,2020-06-18,23.8,Mild
By Sex,Female,2020-06-18,27.3,Mild
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-18,29.0,Mild
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-18,24.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-18,28.1,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-18,20.1,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-18,34.1,Moderate
By Education,Less than a high school diploma,2020-06-18,31.4,Moderate
By Education,High school diploma or GED,2020-06-18,28.8,Mild
By Education,Some college/Associate's degree,2020-06-18,28.6,Mild
By Education,Bachelor's degree or higher,2020-06-18,18.2,Mild
By State,Alabama,2020-06-18,27.5,Mild
By State,Alaska,2020-06-18,25.7,Mild
By State,Arizona,2020-06-18,28.9,Mild
By State,Arkansas,2020-06-18,28.7,Mild
By State,California,2020-06-18,26.4,Mild
By State,Colorado,2020-06-18,23.0,Mild
By State,Connecticut,2020-06-18,28.7,Mild
By State,Delaware,2020-06-18,22.9,Mild
By State,District of Columbia,2020-06-18,31.0,Moderate
By State,Florida,2020-06-18,28.8,Mild
By State,Georgia,2020-06-18,27.9,Mild
By State,Hawaii,2020-06-18,18.3,Mild
By State,Idaho,2020-06-18,23.0,Mild
By State,Illinois,2020-06-18,23.8,Mild
By State,Indiana,2020-06-18,23.7,Mild
By State,Iowa,2020-06-18,26.1,Mild
By State,Kansas,2020-06-18,24.4,Mild
By State,Kentucky,2020-06-18,29.0,Mild
By State,Louisiana,2020-06-18,35.6,High
By State,Maine,2020-06-18,19.0,Mild
By State,Maryland,2020-06-18,22.0,Mild
By State,Massachusetts,2020-06-18,22.8,Mild
By State,Michigan,2020-06-18,23.3,Mild
By State,Minnesota,2020-06-18,21.5,Mild
By State,Mississippi,2020-06-18,29.3,Mild
By State,Missouri,2020-06-18,25.0,Mild
By State,Montana,2020-06-18,21.6,Mild
By State,Nebraska,2020-06-18,22.1,Mild
By State,Nevada,2020-06-18,32.5,Moderate
By State,New Hampshire,2020-06-18,23.0,Mild
By State,New Jersey,2020-06-18,24.4,Mild
By State,New Mexico,2020-06-18,29.4,Mild
By State,New York,2020-06-18,24.2,Mild
By State,North Carolina,2020-06-18,22.5,Mild
By State,North Dakota,2020-06-18,25.1,Mild
By State,Ohio,2020-06-18,21.5,Mild
By State,Oklahoma,2020-06-18,33.2,Moderate
By State,Oregon,2020-06-18,31.0,Moderate
By State,Pennsylvania,2020-06-18,27.3,Mild
By State,Rhode Island,2020-06-18,22.1,Mild
By State,South Carolina,2020-06-18,22.4,Mild
By State,South Dakota,2020-06-18,21.7,Mild
