Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Depressive Disorder,By Sex,1,2020-09-02,26.0,Moderate
Symptoms of Anxiety Disorder,By Sex,0,2020-09-02,27.2,Moderate
Symptoms of Anxiety Disorder,By Sex,1,2020-09-02,35.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,0,2020-09-02,32.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,1,2020-09-02,39.9,Extreme
Symptoms of Depressive Disorder,By Sex,0,2020-09-16,22.7,Mild
Symptoms of Depressive Disorder,By Sex,1,2020-09-16,27.2,Moderate
Symptoms of Anxiety Disorder,By Sex,0,2020-09-16,27.7,Moderate
Symptoms of Anxiety Disorder,By Sex,1,2020-09-16,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,0,2020-09-16,32.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,1,2020-09-16,41.4,Extreme
Symptoms of Depressive Disorder,By Sex,0,2020-09-30,23.5,Mild
Symptoms of Depressive Disorder,By Sex,1,2020-09-30,27.2,Moderate
Symptoms of Anxiety Disorder,By Sex,0,2020-09-30,28.1,Moderate
Symptoms of Anxiety Disorder,By Sex,1,2020-09-30,36.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,0,2020-09-30,33.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,1,2020-09-30,41.6,Extreme
Symptoms of Depressive Disorder,By Sex,0,2020-10-14,23.7,Mild
Symptoms of Depressive Disorder,By Sex,1,2020-10-14,28.1,Moderate
Symptoms of Anxiety Disorder,By Sex,0,2020-10-14,27.6,Moderate
Symptoms of Anxiety Disorder,By Sex,1,2020-10-14,37.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,0,2020-10-14,32.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,1,2020-10-14,42.4,Extreme
Symptoms of Depressive Disorder,By Sex,0,2020-10-28,25.4,Moderate
Symptoms of Depressive Disorder,By Sex,1,2020-10-28,29.7,Moderate
Symptoms of Anxiety Disorder,By Sex,0,2020-10-28,30.3,High
Symptoms of Anxiety Disorder,By Sex,1,2020-10-28,41.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,0,2020-10-28,36.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,1,2020-10-28,46.2,Extreme
Symptoms of Depressive Disorder,By Sex,0,2020-11-11,25.7,Moderate
Symptoms of Depressive Disorder,By Sex,1,2020-11-11,31.3,High
Symptoms of Anxiety Disorder,By Sex,0,2020-11-11,31.1,High
Symptoms of Anxiety Disorder,By Sex,1,2020-11-11,42.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,0,2020-11-11,37.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,1,2020-11-11,47.6,Extreme
Symptoms of Depressive Disorder,By Sex,0,2020-11-25,26.7,Moderate
Symptoms of Depressive Disorder,By Sex,1,2020-11-25,30.9,High
Symptoms of Anxiety Disorder,By Sex,0,2020-11-25,31.4,High
Symptoms of Anxiety Disorder,By Sex,1,2020-11-25,40.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,0,2020-11-25,36.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,1,2020-11-25,45.7,Extreme
Symptoms of Depressive Disorder,By Sex,0,2020-12-09,27.9,Moderate
Symptoms of Depressive Disorder,By Sex,1,2020-12-09,32.3,High
Symptoms of Anxiety Disorder,By Sex,0,2020-12-09,32.2,High
Symptoms of Anxiety Disorder,By Sex,1,2020-12-09,41.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,0,2020-12-09,37.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,1,2020-12-09,46.5,Extreme
