Group_name,Subgroup,Time_Period,Risk
By State,Michigan,2020-05-07,Mild
By State,Minnesota,2020-05-07,Mild
By State,Mississippi,2020-05-07,Extreme
By State,Missouri,2020-05-07,Mild
By State,Montana,2020-05-07,Mild
By State,Nebraska,2020-05-07,Mild
By State,Nevada,2020-05-07,High
By State,New Hampshire,2020-05-07,Mild
By State,New Jersey,2020-05-07,Moderate
By State,New Mexico,2020-05-07,Moderate
By State,New York,2020-05-07,Moderate
By State,North Carolina,2020-05-07,Mild
By State,North Dakota,2020-05-07,Mild
By State,Ohio,2020-05-07,Moderate
By State,Oklahoma,2020-05-07,Mild
By State,Oregon,2020-05-07,Mild
By State,Pennsylvania,2020-05-07,Mild
By State,Rhode Island,2020-05-07,Mild
By State,South Carolina,2020-05-07,Moderate
By State,South Dakota,2020-05-07,Mild
By State,Tennessee,2020-05-07,Mild
By State,Texas,2020-05-07,Moderate
By State,Utah,2020-05-07,Mild
By State,Vermont,2020-05-07,Moderate
By State,Virginia,2020-05-07,Mild
By State,Washington,2020-05-07,Mild
By State,West Virginia,2020-05-07,High
By State,Wisconsin,2020-05-07,Mild
By State,Wyoming,2020-05-07,Mild
National Estimate,United States,2020-05-14,Mild
By Age,18 - 29 years,2020-05-14,Extreme
By Age,30 - 39 years,2020-05-14,Moderate
By Age,40 - 49 years,2020-05-14,Moderate
By Age,50 - 59 years,2020-05-14,Mild
By Age,60 - 69 years,2020-05-14,Mild
By Age,70 - 79 years,2020-05-14,Mild
By Age,80 years and above,2020-05-14,Mild
By Sex,Male,2020-05-14,Mild
By Sex,Female,2020-05-14,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2020-05-14,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-05-14,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-05-14,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-05-14,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-05-14,Moderate
By Education,Less than a high school diploma,2020-05-14,High
By Education,High school diploma or GED,2020-05-14,Moderate
By Education,Some college/Associate's degree,2020-05-14,Moderate
By Education,Bachelor's degree or higher,2020-05-14,Mild
By State,Alabama,2020-05-14,Mild
By State,Alaska,2020-05-14,Mild
By State,Arizona,2020-05-14,Mild
By State,Arkansas,2020-05-14,Moderate
By State,California,2020-05-14,Moderate
By State,Colorado,2020-05-14,Mild
By State,Connecticut,2020-05-14,Mild
By State,Delaware,2020-05-14,Mild
By State,District of Columbia,2020-05-14,Moderate
By State,Florida,2020-05-14,Mild
By State,Georgia,2020-05-14,Moderate
By State,Hawaii,2020-05-14,Mild
By State,Idaho,2020-05-14,Mild
By State,Illinois,2020-05-14,Mild
By State,Indiana,2020-05-14,Mild
By State,Iowa,2020-05-14,Mild
By State,Kansas,2020-05-14,Mild
By State,Kentucky,2020-05-14,Mild
By State,Louisiana,2020-05-14,Moderate
By State,Maine,2020-05-14,Moderate
By State,Maryland,2020-05-14,Mild
By State,Massachusetts,2020-05-14,Mild
By State,Michigan,2020-05-14,Moderate
By State,Minnesota,2020-05-14,Mild
By State,Mississippi,2020-05-14,Extreme
By State,Missouri,2020-05-14,Mild
By State,Montana,2020-05-14,Mild
By State,Nebraska,2020-05-14,Mild
By State,Nevada,2020-05-14,Moderate
By State,New Hampshire,2020-05-14,Mild
By State,New Jersey,2020-05-14,Moderate
By State,New Mexico,2020-05-14,Moderate
By State,New York,2020-05-14,Mild
By State,North Carolina,2020-05-14,Mild
By State,North Dakota,2020-05-14,Mild
By State,Ohio,2020-05-14,Moderate
By State,Oklahoma,2020-05-14,Moderate
By State,Oregon,2020-05-14,Mild
By State,Pennsylvania,2020-05-14,Mild
By State,Rhode Island,2020-05-14,Mild
By State,South Carolina,2020-05-14,Moderate
By State,South Dakota,2020-05-14,Mild
By State,Tennessee,2020-05-14,Moderate
By State,Texas,2020-05-14,Moderate
By State,Utah,2020-05-14,Mild
By State,Vermont,2020-05-14,Mild
By State,Virginia,2020-05-14,Moderate
By State,Washington,2020-05-14,Mild
By State,West Virginia,2020-05-14,Moderate
By State,Wisconsin,2020-05-14,Mild
By State,Wyoming,2020-05-14,Mild
National Estimate,United States,2020-05-21,Moderate
By Age,18 - 29 years,2020-05-21,Extreme
By Age,30 - 39 years,2020-05-21,Moderate
By Age,40 - 49 years,2020-05-21,Mild
By Age,50 - 59 years,2020-05-21,Mild
By Age,60 - 69 years,2020-05-21,Mild
By Age,70 - 79 years,2020-05-21,Mild
By Age,80 years and above,2020-05-21,Mild
By Sex,Male,2020-05-21,Mild
By Sex,Female,2020-05-21,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2020-05-21,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-05-21,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-05-21,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-05-21,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-05-21,High
By Education,Less than a high school diploma,2020-05-21,Extreme
By Education,High school diploma or GED,2020-05-21,Moderate
By Education,Some college/Associate's degree,2020-05-21,Moderate
By Education,Bachelor's degree or higher,2020-05-21,Mild
By State,Alabama,2020-05-21,Mild
By State,Alaska,2020-05-21,Moderate
By State,Arizona,2020-05-21,Moderate
By State,Arkansas,2020-05-21,Mild
By State,California,2020-05-21,Moderate
By State,Colorado,2020-05-21,Moderate
By State,Connecticut,2020-05-21,Mild
By State,Delaware,2020-05-21,Mild
By State,District of Columbia,2020-05-21,Mild
By State,Florida,2020-05-21,Moderate
By State,Georgia,2020-05-21,Moderate
By State,Hawaii,2020-05-21,Mild
By State,Idaho,2020-05-21,Mild
By State,Illinois,2020-05-21,Mild
By State,Indiana,2020-05-21,Moderate
By State,Iowa,2020-05-21,Mild
By State,Kansas,2020-05-21,Moderate
By State,Kentucky,2020-05-21,Mild
By State,Louisiana,2020-05-21,High
By State,Maine,2020-05-21,Mild
By State,Maryland,2020-05-21,Mild
By State,Massachusetts,2020-05-21,Mild
By State,Michigan,2020-05-21,Moderate
By State,Minnesota,2020-05-21,Mild
By State,Mississippi,2020-05-21,Moderate
By State,Missouri,2020-05-21,Mild
By State,Montana,2020-05-21,Mild
By State,Nebraska,2020-05-21,Mild
By State,Nevada,2020-05-21,Moderate
By State,New Hampshire,2020-05-21,Mild
By State,New Jersey,2020-05-21,Mild
By State,New Mexico,2020-05-21,Moderate
By State,New York,2020-05-21,Mild
By State,North Carolina,2020-05-21,Mild
By State,North Dakota,2020-05-21,Mild
By State,Ohio,2020-05-21,Moderate
By State,Oklahoma,2020-05-21,Moderate
By State,Oregon,2020-05-21,Mild
By State,Pennsylvania,2020-05-21,Moderate
By State,Rhode Island,2020-05-21,Mild
By State,South Carolina,2020-05-21,Mild
By State,South Dakota,2020-05-21,Moderate
By State,Tennessee,2020-05-21,Mild
By State,Texas,2020-05-21,Moderate
By State,Utah,2020-05-21,Moderate
By State,Vermont,2020-05-21,Mild
By State,Virginia,2020-05-21,Mild
By State,Washington,2020-05-21,Mild
By State,West Virginia,2020-05-21,Mild
By State,Wisconsin,2020-05-21,Mild
By State,Wyoming,2020-05-21,Mild
National Estimate,United States,2020-05-28,Moderate
By Age,18 - 29 years,2020-05-28,Extreme
By Age,30 - 39 years,2020-05-28,Moderate
By Age,40 - 49 years,2020-05-28,Moderate
By Age,50 - 59 years,2020-05-28,Moderate
By Age,60 - 69 years,2020-05-28,Mild
By Age,70 - 79 years,2020-05-28,Mild
By Age,80 years and above,2020-05-28,Mild
By Sex,Male,2020-05-28,Mild
By Sex,Female,2020-05-28,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2020-05-28,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-05-28,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-05-28,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-05-28,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-05-28,Extreme
By Education,Less than a high school diploma,2020-05-28,High
By Education,High school diploma or GED,2020-05-28,Moderate
By Education,Some college/Associate's degree,2020-05-28,Moderate
By Education,Bachelor's degree or higher,2020-05-28,Mild
By State,Alabama,2020-05-28,Moderate
By State,Alaska,2020-05-28,Mild
By State,Arizona,2020-05-28,Mild
By State,Arkansas,2020-05-28,Moderate
By State,California,2020-05-28,Moderate
By State,Colorado,2020-05-28,Mild
By State,Connecticut,2020-05-28,Moderate
By State,Delaware,2020-05-28,Mild
By State,District of Columbia,2020-05-28,Mild
By State,Florida,2020-05-28,Moderate
By State,Georgia,2020-05-28,Mild
By State,Hawaii,2020-05-28,Mild
By State,Idaho,2020-05-28,Mild
By State,Illinois,2020-05-28,Moderate
By State,Indiana,2020-05-28,Moderate
By State,Iowa,2020-05-28,Mild
By State,Kansas,2020-05-28,Mild
By State,Kentucky,2020-05-28,Moderate
By State,Louisiana,2020-05-28,Moderate
By State,Maine,2020-05-28,Mild
By State,Maryland,2020-05-28,Mild
By State,Massachusetts,2020-05-28,Mild
By State,Michigan,2020-05-28,Moderate
By State,Minnesota,2020-05-28,Mild
By State,Mississippi,2020-05-28,Moderate
By State,Missouri,2020-05-28,Mild
By State,Montana,2020-05-28,Mild
By State,Nebraska,2020-05-28,Mild
By State,Nevada,2020-05-28,Mild
By State,New Hampshire,2020-05-28,Mild
By State,New Jersey,2020-05-28,Moderate
By State,New Mexico,2020-05-28,Mild
By State,New York,2020-05-28,Mild
By State,North Carolina,2020-05-28,Mild
By State,North Dakota,2020-05-28,Mild
By State,Ohio,2020-05-28,Moderate
By State,Oklahoma,2020-05-28,High
By State,Oregon,2020-05-28,Moderate
By State,Pennsylvania,2020-05-28,Mild
By State,Rhode Island,2020-05-28,Mild
By State,South Carolina,2020-05-28,Moderate
By State,South Dakota,2020-05-28,Mild
By State,Tennessee,2020-05-28,Mild
By State,Texas,2020-05-28,Moderate
By State,Utah,2020-05-28,Mild
By State,Vermont,2020-05-28,Mild
By State,Virginia,2020-05-28,Mild
By State,Washington,2020-05-28,Moderate
By State,West Virginia,2020-05-28,Moderate
By State,Wisconsin,2020-05-28,Mild
By State,Wyoming,2020-05-28,Moderate
National Estimate,United States,2020-06-04,Moderate
By Age,18 - 29 years,2020-06-04,Extreme
By Age,30 - 39 years,2020-06-04,Moderate
By Age,40 - 49 years,2020-06-04,Moderate
By Age,50 - 59 years,2020-06-04,Moderate
By Age,60 - 69 years,2020-06-04,Mild
By Age,70 - 79 years,2020-06-04,Mild
By Age,80 years and above,2020-06-04,Mild
By Sex,Male,2020-06-04,Mild
By Sex,Female,2020-06-04,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-04,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-04,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-04,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-04,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-04,High
By Education,Less than a high school diploma,2020-06-04,Extreme
By Education,High school diploma or GED,2020-06-04,Moderate
By Education,Some college/Associate's degree,2020-06-04,Moderate
By Education,Bachelor's degree or higher,2020-06-04,Mild
By State,Alabama,2020-06-04,Moderate
By State,Alaska,2020-06-04,Mild
By State,Arizona,2020-06-04,Moderate
By State,Arkansas,2020-06-04,Moderate
By State,California,2020-06-04,Moderate
By State,Colorado,2020-06-04,Mild
By State,Connecticut,2020-06-04,Mild
By State,Delaware,2020-06-04,Moderate
By State,District of Columbia,2020-06-04,Moderate
By State,Florida,2020-06-04,High
By State,Georgia,2020-06-04,Moderate
By State,Hawaii,2020-06-04,Mild
By State,Idaho,2020-06-04,Mild
By State,Illinois,2020-06-04,Moderate
By State,Indiana,2020-06-04,Mild
By State,Iowa,2020-06-04,Moderate
By State,Kansas,2020-06-04,Moderate
By State,Kentucky,2020-06-04,Moderate
By State,Louisiana,2020-06-04,Moderate
By State,Maine,2020-06-04,Mild
By State,Maryland,2020-06-04,Mild
By State,Massachusetts,2020-06-04,Mild
By State,Michigan,2020-06-04,Mild
By State,Minnesota,2020-06-04,Mild
By State,Mississippi,2020-06-04,Moderate
By State,Missouri,2020-06-04,Mild
By State,Montana,2020-06-04,Mild
By State,Nebraska,2020-06-04,Mild
By State,Nevada,2020-06-04,Moderate
By State,New Hampshire,2020-06-04,Moderate
By State,New Jersey,2020-06-04,Mild
By State,New Mexico,2020-06-04,Mild
By State,New York,2020-06-04,Moderate
By State,North Carolina,2020-06-04,Mild
By State,North Dakota,2020-06-04,Mild
By State,Ohio,2020-06-04,Moderate
By State,Oklahoma,2020-06-04,Mild
By State,Oregon,2020-06-04,Moderate
By State,Pennsylvania,2020-06-04,Mild
By State,Rhode Island,2020-06-04,Mild
By State,South Carolina,2020-06-04,Moderate
By State,South Dakota,2020-06-04,Mild
By State,Tennessee,2020-06-04,Moderate
By State,Texas,2020-06-04,High
By State,Utah,2020-06-04,Moderate
By State,Vermont,2020-06-04,Moderate
By State,Virginia,2020-06-04,Moderate
By State,Washington,2020-06-04,Mild
By State,West Virginia,2020-06-04,Moderate
By State,Wisconsin,2020-06-04,Mild
By State,Wyoming,2020-06-04,Mild
National Estimate,United States,2020-06-11,Moderate
By Age,18 - 29 years,2020-06-11,Extreme
By Age,30 - 39 years,2020-06-11,Moderate
By Age,40 - 49 years,2020-06-11,Moderate
By Age,50 - 59 years,2020-06-11,Mild
By Age,60 - 69 years,2020-06-11,Mild
By Age,70 - 79 years,2020-06-11,Mild
By Age,80 years and above,2020-06-11,Mild
By Sex,Male,2020-06-11,Mild
By Sex,Female,2020-06-11,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-11,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-11,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-11,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-11,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-11,High
By Education,Less than a high school diploma,2020-06-11,High
By Education,High school diploma or GED,2020-06-11,Moderate
By Education,Some college/Associate's degree,2020-06-11,Moderate
By Education,Bachelor's degree or higher,2020-06-11,Mild
By State,Alabama,2020-06-11,Moderate
By State,Alaska,2020-06-11,Mild
By State,Arizona,2020-06-11,Moderate
By State,Arkansas,2020-06-11,Moderate
By State,California,2020-06-11,Moderate
By State,Colorado,2020-06-11,Mild
By State,Connecticut,2020-06-11,Moderate
By State,Delaware,2020-06-11,Mild
By State,District of Columbia,2020-06-11,Mild
By State,Florida,2020-06-11,Moderate
By State,Georgia,2020-06-11,Moderate
By State,Hawaii,2020-06-11,Moderate
By State,Idaho,2020-06-11,Mild
By State,Illinois,2020-06-11,Moderate
By State,Indiana,2020-06-11,Moderate
By State,Iowa,2020-06-11,Mild
By State,Kansas,2020-06-11,Mild
By State,Kentucky,2020-06-11,Mild
By State,Louisiana,2020-06-11,High
By State,Maine,2020-06-11,Mild
By State,Maryland,2020-06-11,Moderate
By State,Massachusetts,2020-06-11,Mild
By State,Michigan,2020-06-11,Mild
By State,Minnesota,2020-06-11,Mild
By State,Mississippi,2020-06-11,Moderate
By State,Missouri,2020-06-11,Moderate
By State,Montana,2020-06-11,Mild
By State,Nebraska,2020-06-11,Mild
By State,Nevada,2020-06-11,High
By State,New Hampshire,2020-06-11,Mild
By State,New Jersey,2020-06-11,Moderate
By State,New Mexico,2020-06-11,Mild
By State,New York,2020-06-11,Mild
By State,North Carolina,2020-06-11,Mild
By State,North Dakota,2020-06-11,Mild
By State,Ohio,2020-06-11,Moderate
By State,Oklahoma,2020-06-11,Mild
By State,Oregon,2020-06-11,High
By State,Pennsylvania,2020-06-11,Moderate
By State,Rhode Island,2020-06-11,Mild
By State,South Carolina,2020-06-11,Moderate
By State,South Dakota,2020-06-11,Mild
By State,Tennessee,2020-06-11,Mild
By State,Texas,2020-06-11,Moderate
By State,Utah,2020-06-11,Mild
By State,Vermont,2020-06-11,Moderate
By State,Virginia,2020-06-11,Mild
By State,Washington,2020-06-11,Mild
By State,West Virginia,2020-06-11,Mild
By State,Wisconsin,2020-06-11,Mild
By State,Wyoming,2020-06-11,Mild
National Estimate,United States,2020-06-18,Moderate
By Age,18 - 29 years,2020-06-18,Extreme
By Age,30 - 39 years,2020-06-18,Moderate
By Age,40 - 49 years,2020-06-18,Moderate
By Age,50 - 59 years,2020-06-18,Moderate
By Age,60 - 69 years,2020-06-18,Mild
By Age,70 - 79 years,2020-06-18,Mild
By Age,80 years and above,2020-06-18,Mild
By Sex,Male,2020-06-18,Mild
By Sex,Female,2020-06-18,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-18,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-18,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-18,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-18,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-18,High
By Education,Less than a high school diploma,2020-06-18,High
By Education,High school diploma or GED,2020-06-18,Moderate
By Education,Some college/Associate's degree,2020-06-18,Moderate
By Education,Bachelor's degree or higher,2020-06-18,Mild
By State,Alabama,2020-06-18,Moderate
By State,Alaska,2020-06-18,Moderate
By State,Arizona,2020-06-18,Moderate
By State,Arkansas,2020-06-18,Moderate
By State,California,2020-06-18,Moderate
By State,Colorado,2020-06-18,Mild
By State,Connecticut,2020-06-18,Moderate
By State,Delaware,2020-06-18,Mild
By State,District of Columbia,2020-06-18,High
By State,Florida,2020-06-18,Moderate
By State,Georgia,2020-06-18,Moderate
By State,Hawaii,2020-06-18,Mild
By State,Idaho,2020-06-18,Mild
By State,Illinois,2020-06-18,Mild
By State,Indiana,2020-06-18,Mild
By State,Iowa,2020-06-18,Moderate
By State,Kansas,2020-06-18,Mild
By State,Kentucky,2020-06-18,Moderate
By State,Louisiana,2020-06-18,Extreme
By State,Maine,2020-06-18,Mild
By State,Maryland,2020-06-18,Mild
By State,Massachusetts,2020-06-18,Mild
By State,Michigan,2020-06-18,Mild
By State,Minnesota,2020-06-18,Mild
By State,Mississippi,2020-06-18,Moderate
By State,Missouri,2020-06-18,Moderate
By State,Montana,2020-06-18,Mild
By State,Nebraska,2020-06-18,Mild
By State,Nevada,2020-06-18,High
By State,New Hampshire,2020-06-18,Mild
By State,New Jersey,2020-06-18,Mild
By State,New Mexico,2020-06-18,Moderate
By State,New York,2020-06-18,Mild
By State,North Carolina,2020-06-18,Mild
By State,North Dakota,2020-06-18,Moderate
By State,Ohio,2020-06-18,Mild
By State,Oklahoma,2020-06-18,High
By State,Oregon,2020-06-18,High
By State,Pennsylvania,2020-06-18,Moderate
By State,Rhode Island,2020-06-18,Mild
By State,South Carolina,2020-06-18,Mild
By State,South Dakota,2020-06-18,Mild
By State,Tennessee,2020-06-18,Moderate
By State,Texas,2020-06-18,Moderate
By State,Utah,2020-06-18,Moderate
By State,Vermont,2020-06-18,Mild
By State,Virginia,2020-06-18,Moderate
By State,Washington,2020-06-18,Moderate
By State,West Virginia,2020-06-18,High
By State,Wisconsin,2020-06-18,Mild
By State,Wyoming,2020-06-18,Mild
National Estimate,United States,2020-06-25,Moderate
By Age,18 - 29 years,2020-06-25,Extreme
By Age,30 - 39 years,2020-06-25,High
By Age,40 - 49 years,2020-06-25,Moderate
By Age,50 - 59 years,2020-06-25,Moderate
By Age,60 - 69 years,2020-06-25,Mild
By Age,70 - 79 years,2020-06-25,Mild
By Age,80 years and above,2020-06-25,Mild
By Sex,Male,2020-06-25,Moderate
By Sex,Female,2020-06-25,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-25,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-25,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-25,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-25,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-25,Extreme
By Education,Less than a high school diploma,2020-06-25,Extreme
By Education,High school diploma or GED,2020-06-25,Moderate
By Education,Some college/Associate's degree,2020-06-25,High
By Education,Bachelor's degree or higher,2020-06-25,Mild
By State,Alabama,2020-06-25,Moderate
By State,Alaska,2020-06-25,Mild
By State,Arizona,2020-06-25,High
By State,Arkansas,2020-06-25,Moderate
By State,California,2020-06-25,Moderate
By State,Colorado,2020-06-25,Moderate
By State,Connecticut,2020-06-25,Mild
By State,Delaware,2020-06-25,Moderate
By State,District of Columbia,2020-06-25,Moderate
By State,Florida,2020-06-25,High
By State,Georgia,2020-06-25,High
By State,Hawaii,2020-06-25,Moderate
By State,Idaho,2020-06-25,Moderate
By State,Illinois,2020-06-25,Moderate
By State,Indiana,2020-06-25,Moderate
By State,Iowa,2020-06-25,Mild
By State,Kansas,2020-06-25,Mild
By State,Kentucky,2020-06-25,Moderate
By State,Louisiana,2020-06-25,High
By State,Maine,2020-06-25,Mild
By State,Maryland,2020-06-25,Mild
By State,Massachusetts,2020-06-25,Mild
By State,Michigan,2020-06-25,Mild
By State,Minnesota,2020-06-25,Mild
By State,Mississippi,2020-06-25,High
By State,Missouri,2020-06-25,Moderate
By State,Montana,2020-06-25,Mild
By State,Nebraska,2020-06-25,Mild
By State,Nevada,2020-06-25,Moderate
By State,New Hampshire,2020-06-25,Mild
By State,New Jersey,2020-06-25,Mild
By State,New Mexico,2020-06-25,Moderate
By State,New York,2020-06-25,Mild
By State,North Carolina,2020-06-25,Mild
By State,North Dakota,2020-06-25,Moderate
By State,Ohio,2020-06-25,Mild
By State,Oklahoma,2020-06-25,High
By State,Oregon,2020-06-25,Moderate
By State,Pennsylvania,2020-06-25,Moderate
By State,Rhode Island,2020-06-25,Mild
By State,South Carolina,2020-06-25,Moderate
By State,South Dakota,2020-06-25,Moderate
By State,Tennessee,2020-06-25,High
By State,Texas,2020-06-25,Moderate
By State,Utah,2020-06-25,Moderate
By State,Vermont,2020-06-25,Mild
By State,Virginia,2020-06-25,Mild
By State,Washington,2020-06-25,High
By State,West Virginia,2020-06-25,High
By State,Wisconsin,2020-06-25,Mild
By State,Wyoming,2020-06-25,Mild
National Estimate,United States,2020-07-02,Moderate
By Age,18 - 29 years,2020-07-02,Extreme
By Age,30 - 39 years,2020-07-02,High
By Age,40 - 49 years,2020-07-02,Moderate
By Age,50 - 59 years,2020-07-02,Moderate
By Age,60 - 69 years,2020-07-02,Mild
By Age,70 - 79 years,2020-07-02,Mild
By Age,80 years and above,2020-07-02,Mild
