Group,Subgroup,Time_Period,Value,Risk
By State,Wisconsin,2020-05-07,29.7,Mild
By State,Wyoming,2020-05-07,27.9,Mild
By Age,18 - 29 years,2020-05-14,47.7,Extreme
By Age,30 - 39 years,2020-05-14,37.8,High
By Age,40 - 49 years,2020-05-14,35.3,High
By Age,50 - 59 years,2020-05-14,33.7,Moderate
By Age,60 - 69 years,2020-05-14,26.4,Mild
By Age,70 - 79 years,2020-05-14,18.3,Mild
By Age,80 years and above,2020-05-14,17.1,Mild
By Sex,Male,2020-05-14,29.9,Mild
By Sex,Female,2020-05-14,37.6,High
By Race/Hispanic ethnicity,Hispanic or Latino,2020-05-14,40.7,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-05-14,31.3,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-05-14,39.4,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-05-14,30.2,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-05-14,37.2,High
By Education,Less than a high school diploma,2020-05-14,40.9,Extreme
By Education,High school diploma or GED,2020-05-14,37.6,High
By Education,Some college/Associate's degree,2020-05-14,36.1,High
By Education,Bachelor's degree or higher,2020-05-14,26.4,Mild
By State,Alabama,2020-05-14,25.2,Mild
By State,Alaska,2020-05-14,32.7,Moderate
By State,Arizona,2020-05-14,32.1,Moderate
By State,Arkansas,2020-05-14,35.2,High
By State,California,2020-05-14,38.8,High
By State,Colorado,2020-05-14,33.1,Moderate
By State,Connecticut,2020-05-14,33.9,Moderate
By State,Delaware,2020-05-14,31.8,Moderate
By State,District of Columbia,2020-05-14,37.3,High
By State,Florida,2020-05-14,33.5,Moderate
By State,Georgia,2020-05-14,33.6,Moderate
By State,Hawaii,2020-05-14,29.1,Mild
By State,Idaho,2020-05-14,27.6,Mild
By State,Illinois,2020-05-14,35.2,High
By State,Indiana,2020-05-14,37.3,High
By State,Iowa,2020-05-14,23.8,Mild
By State,Kansas,2020-05-14,31.1,Moderate
By State,Kentucky,2020-05-14,35.5,High
By State,Louisiana,2020-05-14,34.2,Moderate
By State,Maine,2020-05-14,34.2,Moderate
By State,Maryland,2020-05-14,32.7,Moderate
By State,Massachusetts,2020-05-14,32.0,Moderate
By State,Michigan,2020-05-14,35.0,Moderate
By State,Minnesota,2020-05-14,29.7,Mild
By State,Mississippi,2020-05-14,44.3,Extreme
By State,Missouri,2020-05-14,35.4,High
By State,Montana,2020-05-14,29.7,Mild
By State,Nebraska,2020-05-14,26.2,Mild
By State,Nevada,2020-05-14,36.9,High
By State,New Hampshire,2020-05-14,28.8,Mild
By State,New Jersey,2020-05-14,39.3,High
By State,New Mexico,2020-05-14,37.4,High
By State,New York,2020-05-14,34.9,Moderate
By State,North Carolina,2020-05-14,32.2,Moderate
By State,North Dakota,2020-05-14,31.9,Moderate
By State,Ohio,2020-05-14,33.9,Moderate
By State,Oklahoma,2020-05-14,29.8,Mild
By State,Oregon,2020-05-14,31.7,Moderate
By State,Pennsylvania,2020-05-14,30.0,Mild
By State,Rhode Island,2020-05-14,26.2,Mild
By State,South Carolina,2020-05-14,31.3,Moderate
By State,South Dakota,2020-05-14,27.8,Mild
By State,Tennessee,2020-05-14,32.5,Moderate
By State,Texas,2020-05-14,34.8,Moderate
By State,Utah,2020-05-14,30.3,Moderate
By State,Vermont,2020-05-14,29.6,Mild
By State,Virginia,2020-05-14,32.2,Moderate
By State,Washington,2020-05-14,33.0,Moderate
By State,West Virginia,2020-05-14,34.3,Moderate
By State,Wisconsin,2020-05-14,28.0,Mild
By State,Wyoming,2020-05-14,28.0,Mild
By Age,18 - 29 years,2020-05-21,46.6,Extreme
By Age,30 - 39 years,2020-05-21,39.5,High
By Age,40 - 49 years,2020-05-21,35.7,High
By Age,50 - 59 years,2020-05-21,33.7,Moderate
By Age,60 - 69 years,2020-05-21,27.4,Mild
By Age,70 - 79 years,2020-05-21,18.8,Mild
By Age,80 years and above,2020-05-21,20.1,Mild
By Sex,Male,2020-05-21,30.3,Moderate
By Sex,Female,2020-05-21,38.1,High
By Race/Hispanic ethnicity,Hispanic or Latino,2020-05-21,41.5,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-05-21,32.3,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-05-21,35.6,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-05-21,27.6,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-05-21,43.4,Extreme
By Education,Less than a high school diploma,2020-05-21,47.7,Extreme
By Education,High school diploma or GED,2020-05-21,35.3,High
By Education,Some college/Associate's degree,2020-05-21,37.6,High
By Education,Bachelor's degree or higher,2020-05-21,27.0,Mild
By State,Alabama,2020-05-21,28.8,Mild
By State,Alaska,2020-05-21,36.4,High
By State,Arizona,2020-05-21,35.5,High
By State,Arkansas,2020-05-21,33.8,Moderate
By State,California,2020-05-21,36.2,High
By State,Colorado,2020-05-21,33.5,Moderate
By State,Connecticut,2020-05-21,28.0,Mild
By State,Delaware,2020-05-21,31.1,Moderate
By State,District of Columbia,2020-05-21,34.2,Moderate
By State,Florida,2020-05-21,39.1,High
By State,Georgia,2020-05-21,37.5,High
By State,Hawaii,2020-05-21,26.6,Mild
By State,Idaho,2020-05-21,24.8,Mild
By State,Illinois,2020-05-21,35.6,High
By State,Indiana,2020-05-21,35.2,High
By State,Iowa,2020-05-21,25.9,Mild
By State,Kansas,2020-05-21,33.2,Moderate
By State,Kentucky,2020-05-21,34.7,Moderate
By State,Louisiana,2020-05-21,41.4,Extreme
By State,Maine,2020-05-21,27.8,Mild
By State,Maryland,2020-05-21,31.6,Moderate
By State,Massachusetts,2020-05-21,29.5,Mild
By State,Michigan,2020-05-21,32.8,Moderate
By State,Minnesota,2020-05-21,26.1,Mild
By State,Mississippi,2020-05-21,37.8,High
By State,Missouri,2020-05-21,32.9,Moderate
By State,Montana,2020-05-21,30.7,Moderate
By State,Nebraska,2020-05-21,28.1,Mild
By State,Nevada,2020-05-21,40.7,Extreme
By State,New Hampshire,2020-05-21,31.1,Moderate
By State,New Jersey,2020-05-21,31.1,Moderate
By State,New Mexico,2020-05-21,39.1,High
By State,New York,2020-05-21,34.4,Moderate
By State,North Carolina,2020-05-21,32.3,Moderate
By State,North Dakota,2020-05-21,28.1,Mild
By State,Ohio,2020-05-21,34.6,Moderate
By State,Oklahoma,2020-05-21,32.8,Moderate
By State,Oregon,2020-05-21,35.3,High
By State,Pennsylvania,2020-05-21,33.9,Moderate
By State,Rhode Island,2020-05-21,33.8,Moderate
By State,South Carolina,2020-05-21,32.2,Moderate
By State,South Dakota,2020-05-21,36.3,High
By State,Tennessee,2020-05-21,33.1,Moderate
By State,Texas,2020-05-21,37.7,High
By State,Utah,2020-05-21,31.9,Moderate
By State,Vermont,2020-05-21,28.8,Mild
By State,Virginia,2020-05-21,33.1,Moderate
By State,Washington,2020-05-21,31.8,Moderate
By State,West Virginia,2020-05-21,37.9,High
By State,Wisconsin,2020-05-21,28.9,Mild
By State,Wyoming,2020-05-21,28.3,Mild
By Age,18 - 29 years,2020-05-28,49.3,Extreme
By Age,30 - 39 years,2020-05-28,40.6,Extreme
By Age,40 - 49 years,2020-05-28,36.9,High
By Age,50 - 59 years,2020-05-28,33.6,Moderate
By Age,60 - 69 years,2020-05-28,27.0,Mild
By Age,70 - 79 years,2020-05-28,21.7,Mild
By Age,80 years and above,2020-05-28,19.2,Mild
By Sex,Male,2020-05-28,31.1,Moderate
By Sex,Female,2020-05-28,39.6,High
By Race/Hispanic ethnicity,Hispanic or Latino,2020-05-28,38.3,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-05-28,33.1,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-05-28,40.5,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-05-28,34.2,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-05-28,49.6,Extreme
By Education,Less than a high school diploma,2020-05-28,43.9,Extreme
By Education,High school diploma or GED,2020-05-28,36.7,High
By Education,Some college/Associate's degree,2020-05-28,38.3,High
By Education,Bachelor's degree or higher,2020-05-28,29.4,Mild
By State,Alabama,2020-05-28,37.5,High
By State,Alaska,2020-05-28,31.6,Moderate
By State,Arizona,2020-05-28,32.6,Moderate
By State,Arkansas,2020-05-28,39.0,High
By State,California,2020-05-28,38.6,High
By State,Colorado,2020-05-28,33.6,Moderate
By State,Connecticut,2020-05-28,35.1,High
By State,Delaware,2020-05-28,30.3,Moderate
By State,District of Columbia,2020-05-28,33.0,Moderate
By State,Florida,2020-05-28,40.0,High
By State,Georgia,2020-05-28,34.9,Moderate
By State,Hawaii,2020-05-28,26.1,Mild
By State,Idaho,2020-05-28,31.8,Moderate
By State,Illinois,2020-05-28,37.0,High
By State,Indiana,2020-05-28,36.2,High
By State,Iowa,2020-05-28,32.9,Moderate
By State,Kansas,2020-05-28,32.0,Moderate
By State,Kentucky,2020-05-28,39.0,High
By State,Louisiana,2020-05-28,36.3,High
By State,Maine,2020-05-28,29.3,Mild
By State,Maryland,2020-05-28,30.8,Moderate
By State,Massachusetts,2020-05-28,29.9,Mild
By State,Michigan,2020-05-28,34.5,Moderate
By State,Minnesota,2020-05-28,30.0,Mild
By State,Mississippi,2020-05-28,38.7,High
By State,Missouri,2020-05-28,33.7,Moderate
By State,Montana,2020-05-28,28.6,Mild
By State,Nebraska,2020-05-28,26.6,Mild
By State,Nevada,2020-05-28,34.2,Moderate
By State,New Hampshire,2020-05-28,31.8,Moderate
By State,New Jersey,2020-05-28,36.5,High
By State,New Mexico,2020-05-28,39.5,High
By State,New York,2020-05-28,34.8,Moderate
By State,North Carolina,2020-05-28,33.0,Moderate
By State,North Dakota,2020-05-28,26.0,Mild
By State,Ohio,2020-05-28,37.0,High
By State,Oklahoma,2020-05-28,38.6,High
By State,Oregon,2020-05-28,39.5,High
By State,Pennsylvania,2020-05-28,35.1,High
By State,Rhode Island,2020-05-28,34.0,Moderate
By State,South Carolina,2020-05-28,35.6,High
By State,South Dakota,2020-05-28,29.7,Mild
By State,Tennessee,2020-05-28,33.6,Moderate
By State,Texas,2020-05-28,36.9,High
By State,Utah,2020-05-28,34.5,Moderate
By State,Vermont,2020-05-28,35.3,High
By State,Virginia,2020-05-28,31.4,Moderate
By State,Washington,2020-05-28,36.7,High
By State,West Virginia,2020-05-28,38.9,High
By State,Wisconsin,2020-05-28,26.7,Mild
By State,Wyoming,2020-05-28,32.9,Moderate
By Age,18 - 29 years,2020-06-04,49.3,Extreme
By Age,30 - 39 years,2020-06-04,41.5,Extreme
By Age,40 - 49 years,2020-06-04,39.0,High
By Age,50 - 59 years,2020-06-04,36.0,High
By Age,60 - 69 years,2020-06-04,27.4,Mild
By Age,70 - 79 years,2020-06-04,19.0,Mild
By Age,80 years and above,2020-06-04,18.6,Mild
By Sex,Male,2020-06-04,31.9,Moderate
By Sex,Female,2020-06-04,40.0,High
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-04,40.8,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-04,34.0,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-04,40.0,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-04,29.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-04,48.1,Extreme
By Education,Less than a high school diploma,2020-06-04,44.7,Extreme
By Education,High school diploma or GED,2020-06-04,36.8,High
By Education,Some college/Associate's degree,2020-06-04,39.3,High
By Education,Bachelor's degree or higher,2020-06-04,30.2,Moderate
By State,Alabama,2020-06-04,36.9,High
By State,Alaska,2020-06-04,35.2,High
By State,Arizona,2020-06-04,36.8,High
By State,Arkansas,2020-06-04,38.2,High
By State,California,2020-06-04,39.7,High
By State,Colorado,2020-06-04,34.7,Moderate
By State,Connecticut,2020-06-04,32.8,Moderate
By State,Delaware,2020-06-04,33.0,Moderate
By State,District of Columbia,2020-06-04,39.5,High
By State,Florida,2020-06-04,40.7,Extreme
By State,Georgia,2020-06-04,35.7,High
By State,Hawaii,2020-06-04,27.5,Mild
By State,Idaho,2020-06-04,32.0,Moderate
By State,Illinois,2020-06-04,39.5,High
By State,Indiana,2020-06-04,32.1,Moderate
By State,Iowa,2020-06-04,34.9,Moderate
By State,Kansas,2020-06-04,36.6,High
By State,Kentucky,2020-06-04,37.6,High
By State,Louisiana,2020-06-04,36.5,High
By State,Maine,2020-06-04,35.4,High
By State,Maryland,2020-06-04,26.9,Mild
By State,Massachusetts,2020-06-04,31.0,Moderate
By State,Michigan,2020-06-04,28.1,Mild
By State,Minnesota,2020-06-04,31.0,Moderate
By State,Mississippi,2020-06-04,38.4,High
By State,Missouri,2020-06-04,29.5,Mild
By State,Montana,2020-06-04,30.4,Moderate
By State,Nebraska,2020-06-04,31.0,Moderate
By State,Nevada,2020-06-04,38.5,High
By State,New Hampshire,2020-06-04,35.1,High
By State,New Jersey,2020-06-04,33.8,Moderate
By State,New Mexico,2020-06-04,34.7,Moderate
By State,New York,2020-06-04,38.6,High
By State,North Carolina,2020-06-04,36.2,High
By State,North Dakota,2020-06-04,23.0,Mild
By State,Ohio,2020-06-04,36.9,High
By State,Oklahoma,2020-06-04,33.7,Moderate
By State,Oregon,2020-06-04,40.5,Extreme
By State,Pennsylvania,2020-06-04,33.9,Moderate
By State,Rhode Island,2020-06-04,29.2,Mild
By State,South Carolina,2020-06-04,31.4,Moderate
By State,South Dakota,2020-06-04,29.8,Mild
By State,Tennessee,2020-06-04,38.0,High
By State,Texas,2020-06-04,39.6,High
By State,Utah,2020-06-04,34.1,Moderate
By State,Vermont,2020-06-04,33.7,Moderate
By State,Virginia,2020-06-04,36.5,High
By State,Washington,2020-06-04,31.9,Moderate
By State,West Virginia,2020-06-04,38.9,High
By State,Wisconsin,2020-06-04,28.3,Mild
By State,Wyoming,2020-06-04,29.4,Mild
By Age,18 - 29 years,2020-06-11,48.7,Extreme
By Age,30 - 39 years,2020-06-11,40.3,Extreme
By Age,40 - 49 years,2020-06-11,38.4,High
By Age,50 - 59 years,2020-06-11,35.8,High
By Age,60 - 69 years,2020-06-11,27.7,Mild
By Age,70 - 79 years,2020-06-11,21.7,Mild
By Age,80 years and above,2020-06-11,17.6,Mild
By Sex,Male,2020-06-11,32.7,Moderate
By Sex,Female,2020-06-11,39.1,High
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-11,39.6,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-11,34.3,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-11,40.0,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-11,29.9,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-11,44.3,Extreme
By Education,Less than a high school diploma,2020-06-11,43.7,Extreme
By Education,High school diploma or GED,2020-06-11,37.4,High
By Education,Some college/Associate's degree,2020-06-11,39.3,High
By Education,Bachelor's degree or higher,2020-06-11,29.4,Mild
By State,Alabama,2020-06-11,38.1,High
By State,Alaska,2020-06-11,36.5,High
By State,Arizona,2020-06-11,33.3,Moderate
By State,Arkansas,2020-06-11,39.0,High
By State,California,2020-06-11,37.9,High
By State,Colorado,2020-06-11,33.5,Moderate
By State,Connecticut,2020-06-11,38.7,High
By State,Delaware,2020-06-11,34.7,Moderate
By State,District of Columbia,2020-06-11,28.9,Mild
By State,Florida,2020-06-11,41.8,Extreme
By State,Georgia,2020-06-11,37.1,High
By State,Hawaii,2020-06-11,35.3,High
By State,Idaho,2020-06-11,27.8,Mild
By State,Illinois,2020-06-11,34.6,Moderate
By State,Indiana,2020-06-11,39.3,High
By State,Iowa,2020-06-11,31.6,Moderate
By State,Kansas,2020-06-11,37.1,High
By State,Kentucky,2020-06-11,31.9,Moderate
By State,Louisiana,2020-06-11,43.5,Extreme
By State,Maine,2020-06-11,37.9,High
By State,Maryland,2020-06-11,38.3,High
By State,Massachusetts,2020-06-11,29.2,Mild
By State,Michigan,2020-06-11,32.4,Moderate
By State,Minnesota,2020-06-11,30.5,Moderate
By State,Mississippi,2020-06-11,37.5,High
By State,Missouri,2020-06-11,36.5,High
By State,Montana,2020-06-11,34.2,Moderate
By State,Nebraska,2020-06-11,29.7,Mild
By State,Nevada,2020-06-11,37.9,High
By State,New Hampshire,2020-06-11,33.4,Moderate
By State,New Jersey,2020-06-11,38.7,High
By State,New Mexico,2020-06-11,25.5,Mild
By State,New York,2020-06-11,32.9,Moderate
By State,North Carolina,2020-06-11,36.2,High
By State,North Dakota,2020-06-11,33.6,Moderate
By State,Ohio,2020-06-11,35.6,High
By State,Oklahoma,2020-06-11,34.9,Moderate
By State,Oregon,2020-06-11,43.5,Extreme
By State,Pennsylvania,2020-06-11,35.0,Moderate
By State,Rhode Island,2020-06-11,32.2,Moderate
By State,South Carolina,2020-06-11,35.5,High
By State,South Dakota,2020-06-11,28.0,Mild
By State,Tennessee,2020-06-11,31.7,Moderate
By State,Texas,2020-06-11,39.5,High
By State,Utah,2020-06-11,36.0,High
By State,Vermont,2020-06-11,36.3,High
By State,Virginia,2020-06-11,33.9,Moderate
By State,Washington,2020-06-11,34.2,Moderate
By State,West Virginia,2020-06-11,32.2,Moderate
By State,Wisconsin,2020-06-11,26.5,Mild
By State,Wyoming,2020-06-11,32.6,Moderate
By Age,18 - 29 years,2020-06-18,50.0,Extreme
By Age,30 - 39 years,2020-06-18,40.8,Extreme
By Age,40 - 49 years,2020-06-18,38.5,High
By Age,50 - 59 years,2020-06-18,36.3,High
By Age,60 - 69 years,2020-06-18,27.4,Mild
By Age,70 - 79 years,2020-06-18,19.3,Mild
By Age,80 years and above,2020-06-18,14.6,Mild
By Sex,Male,2020-06-18,32.4,Moderate
By Sex,Female,2020-06-18,39.6,High
By Race/Hispanic ethnicity,Hispanic or Latino,2020-06-18,42.3,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2020-06-18,34.1,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2020-06-18,39.1,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2020-06-18,27.8,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2020-06-18,45.1,Extreme
By Education,Less than a high school diploma,2020-06-18,43.6,Extreme
By Education,High school diploma or GED,2020-06-18,38.1,High
By Education,Some college/Associate's degree,2020-06-18,39.1,High
By Education,Bachelor's degree or higher,2020-06-18,29.2,Mild
By State,Alabama,2020-06-18,38.0,High
By State,Alaska,2020-06-18,37.1,High
By State,Arizona,2020-06-18,40.1,Extreme
By State,Arkansas,2020-06-18,38.2,High
By State,California,2020-06-18,39.1,High
By State,Colorado,2020-06-18,31.4,Moderate
By State,Connecticut,2020-06-18,39.4,High
By State,Delaware,2020-06-18,30.9,Moderate
By State,District of Columbia,2020-06-18,43.1,Extreme
By State,Florida,2020-06-18,39.7,High
By State,Georgia,2020-06-18,36.3,High
By State,Hawaii,2020-06-18,29.4,Mild
By State,Idaho,2020-06-18,31.7,Moderate
By State,Illinois,2020-06-18,34.2,Moderate
By State,Indiana,2020-06-18,35.9,High
By State,Iowa,2020-06-18,37.4,High
By State,Kansas,2020-06-18,32.9,Moderate
By State,Kentucky,2020-06-18,38.3,High
By State,Louisiana,2020-06-18,46.8,Extreme
By State,Maine,2020-06-18,28.7,Mild
By State,Maryland,2020-06-18,33.3,Moderate
By State,Massachusetts,2020-06-18,33.7,Moderate
By State,Michigan,2020-06-18,31.9,Moderate
By State,Minnesota,2020-06-18,30.6,Moderate
By State,Mississippi,2020-06-18,37.6,High
By State,Missouri,2020-06-18,32.9,Moderate
By State,Montana,2020-06-18,30.9,Moderate
By State,Nebraska,2020-06-18,31.2,Moderate
By State,Nevada,2020-06-18,45.6,Extreme
By State,New Hampshire,2020-06-18,34.4,Moderate
By State,New Jersey,2020-06-18,34.1,Moderate
By State,New Mexico,2020-06-18,42.5,Extreme
By State,New York,2020-06-18,32.9,Moderate
By State,North Carolina,2020-06-18,34.1,Moderate
By State,North Dakota,2020-06-18,33.0,Moderate
By State,Ohio,2020-06-18,31.6,Moderate
By State,Oklahoma,2020-06-18,44.5,Extreme
By State,Oregon,2020-06-18,42.4,Extreme
By State,Pennsylvania,2020-06-18,39.8,High
By State,Rhode Island,2020-06-18,32.9,Moderate
By State,South Carolina,2020-06-18,34.4,Moderate
By State,South Dakota,2020-06-18,31.0,Moderate
By State,Tennessee,2020-06-18,36.6,High
By State,Texas,2020-06-18,36.2,High
By State,Utah,2020-06-18,37.2,High
By State,Vermont,2020-06-18,27.9,Mild
By State,Virginia,2020-06-18,36.9,High
