Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,2020-05-07,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,2020-05-07,30.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,2020-05-07,35.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,2020-05-07,39.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,2020-05-07,29.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,2020-05-07,27.9,Moderate
Symptoms of Depressive Disorder,By State,Alabama,2020-05-14,19.6,Mild
Symptoms of Depressive Disorder,By State,Alaska,2020-05-14,23.6,Mild
Symptoms of Depressive Disorder,By State,Arizona,2020-05-14,20.0,Mild
Symptoms of Depressive Disorder,By State,Arkansas,2020-05-14,28.9,Moderate
Symptoms of Depressive Disorder,By State,California,2020-05-14,28.7,Moderate
Symptoms of Depressive Disorder,By State,Colorado,2020-05-14,23.7,Mild
Symptoms of Depressive Disorder,By State,Connecticut,2020-05-14,20.2,Mild
Symptoms of Depressive Disorder,By State,Delaware,2020-05-14,21.8,Mild
Symptoms of Depressive Disorder,By State,District of Columbia,2020-05-14,25.9,Moderate
Symptoms of Depressive Disorder,By State,Florida,2020-05-14,24.3,Mild
Symptoms of Depressive Disorder,By State,Georgia,2020-05-14,24.8,Moderate
Symptoms of Depressive Disorder,By State,Hawaii,2020-05-14,21.3,Mild
Symptoms of Depressive Disorder,By State,Idaho,2020-05-14,18.1,Mild
Symptoms of Depressive Disorder,By State,Illinois,2020-05-14,24.3,Mild
Symptoms of Depressive Disorder,By State,Indiana,2020-05-14,24.5,Mild
Symptoms of Depressive Disorder,By State,Iowa,2020-05-14,18.6,Mild
Symptoms of Depressive Disorder,By State,Kansas,2020-05-14,21.2,Mild
Symptoms of Depressive Disorder,By State,Kentucky,2020-05-14,22.8,Mild
Symptoms of Depressive Disorder,By State,Louisiana,2020-05-14,26.5,Moderate
Symptoms of Depressive Disorder,By State,Maine,2020-05-14,25.6,Moderate
Symptoms of Depressive Disorder,By State,Maryland,2020-05-14,20.8,Mild
Symptoms of Depressive Disorder,By State,Massachusetts,2020-05-14,22.8,Mild
Symptoms of Depressive Disorder,By State,Michigan,2020-05-14,27.9,Moderate
Symptoms of Depressive Disorder,By State,Minnesota,2020-05-14,20.0,Mild
Symptoms of Depressive Disorder,By State,Mississippi,2020-05-14,36.4,Extreme
Symptoms of Depressive Disorder,By State,Missouri,2020-05-14,24.3,Mild
Symptoms of Depressive Disorder,By State,Montana,2020-05-14,21.1,Mild
Symptoms of Depressive Disorder,By State,Nebraska,2020-05-14,20.4,Mild
