Group,Subgroup,Time_Period,Value,Risk
By State,Michigan,2021-01-06,38.6,High
By State,Minnesota,2021-01-06,30.8,Moderate
By State,Mississippi,2021-01-06,49.2,Extreme
By State,Missouri,2021-01-06,36.4,High
By State,Montana,2021-01-06,32.3,Moderate
By State,Nebraska,2021-01-06,31.7,Moderate
By State,Nevada,2021-01-06,34.9,Moderate
By State,New Hampshire,2021-01-06,33.7,Moderate
By State,New Jersey,2021-01-06,34.2,Moderate
By State,New Mexico,2021-01-06,33.6,Moderate
By State,New York,2021-01-06,33.8,Moderate
By State,North Carolina,2021-01-06,38.8,High
By State,North Dakota,2021-01-06,30.9,Moderate
By State,Ohio,2021-01-06,34.4,Moderate
By State,Oklahoma,2021-01-06,37.8,High
By State,Oregon,2021-01-06,39.2,High
By State,Pennsylvania,2021-01-06,34.6,Moderate
By State,Rhode Island,2021-01-06,39.4,High
By State,South Carolina,2021-01-06,35.9,High
By State,South Dakota,2021-01-06,29.2,Mild
By State,Tennessee,2021-01-06,34.4,Moderate
By State,Texas,2021-01-06,33.9,Moderate
By State,Utah,2021-01-06,38.5,High
By State,Vermont,2021-01-06,30.6,Moderate
By State,Virginia,2021-01-06,37.1,High
By State,Washington,2021-01-06,37.9,High
By State,West Virginia,2021-01-06,41.6,Extreme
By State,Wisconsin,2021-01-06,31.4,Moderate
By State,Wyoming,2021-01-06,35.1,High
By Age,18 - 29 years,2021-01-20,48.5,Extreme
By Age,30 - 39 years,2021-01-20,42.2,Extreme
By Age,40 - 49 years,2021-01-20,36.5,High
By Age,50 - 59 years,2021-01-20,36.3,High
By Age,60 - 69 years,2021-01-20,29.5,Mild
By Age,70 - 79 years,2021-01-20,22.5,Mild
By Age,80 years and above,2021-01-20,17.5,Mild
By Sex,Male,2021-01-20,32.4,Moderate
By Sex,Female,2021-01-20,39.5,High
By Race/Hispanic ethnicity,Hispanic or Latino,2021-01-20,41.5,Extreme
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-01-20,34.9,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-01-20,38.0,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-01-20,30.1,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-01-20,36.6,High
By Education,Less than a high school diploma,2021-01-20,43.2,Extreme
By Education,High school diploma or GED,2021-01-20,34.9,Moderate
By Education,Some college/Associate's degree,2021-01-20,40.7,Extreme
By Education,Bachelor's degree or higher,2021-01-20,31.3,Moderate
By State,Alabama,2021-01-20,36.6,High
By State,Alaska,2021-01-20,37.1,High
By State,Arizona,2021-01-20,36.9,High
By State,Arkansas,2021-01-20,35.1,High
By State,California,2021-01-20,39.7,High
By State,Colorado,2021-01-20,37.7,High
By State,Connecticut,2021-01-20,35.8,High
By State,Delaware,2021-01-20,27.1,Mild
By State,District of Columbia,2021-01-20,37.5,High
By State,Florida,2021-01-20,35.3,High
By State,Georgia,2021-01-20,39.0,High
By State,Hawaii,2021-01-20,31.2,Moderate
By State,Idaho,2021-01-20,32.0,Moderate
By State,Illinois,2021-01-20,32.3,Moderate
By State,Indiana,2021-01-20,36.8,High
By State,Iowa,2021-01-20,31.8,Moderate
By State,Kansas,2021-01-20,32.1,Moderate
By State,Kentucky,2021-01-20,37.6,High
By State,Louisiana,2021-01-20,43.4,Extreme
By State,Maine,2021-01-20,34.2,Moderate
By State,Maryland,2021-01-20,34.7,Moderate
By State,Massachusetts,2021-01-20,36.0,High
By State,Michigan,2021-01-20,32.9,Moderate
By State,Minnesota,2021-01-20,32.1,Moderate
By State,Mississippi,2021-01-20,35.8,High
By State,Missouri,2021-01-20,33.6,Moderate
By State,Montana,2021-01-20,30.5,Moderate
By State,Nebraska,2021-01-20,28.7,Mild
By State,Nevada,2021-01-20,37.4,High
By State,New Hampshire,2021-01-20,32.5,Moderate
By State,New Jersey,2021-01-20,35.3,High
By State,New Mexico,2021-01-20,35.8,High
By State,New York,2021-01-20,32.3,Moderate
By State,North Carolina,2021-01-20,39.2,High
By State,North Dakota,2021-01-20,23.8,Mild
By State,Ohio,2021-01-20,36.4,High
By State,Oklahoma,2021-01-20,43.4,Extreme
By State,Oregon,2021-01-20,36.5,High
By State,Pennsylvania,2021-01-20,35.1,High
By State,Rhode Island,2021-01-20,35.1,High
By State,South Carolina,2021-01-20,32.8,Moderate
By State,South Dakota,2021-01-20,25.8,Mild
By State,Tennessee,2021-01-20,38.5,High
By State,Texas,2021-01-20,38.5,High
By State,Utah,2021-01-20,35.9,High
By State,Vermont,2021-01-20,32.4,Moderate
By State,Virginia,2021-01-20,32.7,Moderate
By State,Washington,2021-01-20,41.0,Extreme
By State,West Virginia,2021-01-20,34.7,Moderate
By State,Wisconsin,2021-01-20,30.0,Mild
By State,Wyoming,2021-01-20,32.5,Moderate
By Age,18 - 29 years,2021-02-03,47.5,Extreme
By Age,30 - 39 years,2021-02-03,39.6,High
By Age,40 - 49 years,2021-02-03,35.6,High
By Age,50 - 59 years,2021-02-03,31.6,Moderate
By Age,60 - 69 years,2021-02-03,27.7,Mild
By Age,70 - 79 years,2021-02-03,19.3,Mild
By Age,80 years and above,2021-02-03,19.0,Mild
By Sex,Male,2021-02-03,29.6,Mild
By Sex,Female,2021-02-03,37.6,High
By Race/Hispanic ethnicity,Hispanic or Latino,2021-02-03,37.0,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-02-03,32.7,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-02-03,35.2,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-02-03,29.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-02-03,39.2,High
By Education,Less than a high school diploma,2021-02-03,39.3,High
By Education,High school diploma or GED,2021-02-03,32.7,Moderate
By Education,Some college/Associate's degree,2021-02-03,37.5,High
By Education,Bachelor's degree or higher,2021-02-03,29.9,Mild
By State,Alabama,2021-02-03,35.1,High
By State,Alaska,2021-02-03,33.0,Moderate
By State,Arizona,2021-02-03,32.8,Moderate
By State,Arkansas,2021-02-03,38.1,High
By State,California,2021-02-03,35.7,High
By State,Colorado,2021-02-03,30.7,Moderate
By State,Connecticut,2021-02-03,34.3,Moderate
By State,Delaware,2021-02-03,33.0,Moderate
By State,District of Columbia,2021-02-03,34.7,Moderate
By State,Florida,2021-02-03,34.4,Moderate
By State,Georgia,2021-02-03,30.7,Moderate
By State,Hawaii,2021-02-03,26.9,Mild
By State,Idaho,2021-02-03,30.5,Moderate
By State,Illinois,2021-02-03,30.7,Moderate
By State,Indiana,2021-02-03,32.7,Moderate
By State,Iowa,2021-02-03,30.0,Mild
By State,Kansas,2021-02-03,29.3,Mild
By State,Kentucky,2021-02-03,30.8,Moderate
By State,Louisiana,2021-02-03,36.9,High
By State,Maine,2021-02-03,32.5,Moderate
By State,Maryland,2021-02-03,33.8,Moderate
By State,Massachusetts,2021-02-03,34.4,Moderate
By State,Michigan,2021-02-03,34.4,Moderate
By State,Minnesota,2021-02-03,26.9,Mild
By State,Mississippi,2021-02-03,38.6,High
By State,Missouri,2021-02-03,33.0,Moderate
By State,Montana,2021-02-03,25.0,Mild
By State,Nebraska,2021-02-03,30.7,Moderate
By State,Nevada,2021-02-03,39.0,High
By State,New Hampshire,2021-02-03,29.3,Mild
By State,New Jersey,2021-02-03,34.3,Moderate
By State,New Mexico,2021-02-03,37.2,High
By State,New York,2021-02-03,36.0,High
By State,North Carolina,2021-02-03,33.8,Moderate
By State,North Dakota,2021-02-03,30.7,Moderate
By State,Ohio,2021-02-03,31.2,Moderate
By State,Oklahoma,2021-02-03,33.1,Moderate
By State,Oregon,2021-02-03,39.8,High
By State,Pennsylvania,2021-02-03,29.7,Mild
By State,Rhode Island,2021-02-03,31.3,Moderate
By State,South Carolina,2021-02-03,34.7,Moderate
By State,South Dakota,2021-02-03,29.6,Mild
By State,Tennessee,2021-02-03,35.5,High
By State,Texas,2021-02-03,34.8,Moderate
By State,Utah,2021-02-03,35.6,High
By State,Vermont,2021-02-03,36.0,High
By State,Virginia,2021-02-03,33.3,Moderate
By State,Washington,2021-02-03,36.4,High
By State,West Virginia,2021-02-03,37.2,High
By State,Wisconsin,2021-02-03,32.2,Moderate
By State,Wyoming,2021-02-03,25.1,Mild
By Age,18 - 29 years,2021-02-17,47.4,Extreme
By Age,30 - 39 years,2021-02-17,38.9,High
By Age,40 - 49 years,2021-02-17,35.6,High
By Age,50 - 59 years,2021-02-17,32.3,Moderate
By Age,60 - 69 years,2021-02-17,25.8,Mild
By Age,70 - 79 years,2021-02-17,19.6,Mild
By Age,80 years and above,2021-02-17,18.1,Mild
By Sex,Male,2021-02-17,29.6,Mild
By Sex,Female,2021-02-17,36.8,High
By Race/Hispanic ethnicity,Hispanic or Latino,2021-02-17,36.9,High
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-02-17,32.1,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-02-17,35.5,High
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-02-17,27.6,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-02-17,42.8,Extreme
By Education,Less than a high school diploma,2021-02-17,39.2,High
By Education,High school diploma or GED,2021-02-17,33.4,Moderate
By Education,Some college/Associate's degree,2021-02-17,37.4,High
By Education,Bachelor's degree or higher,2021-02-17,28.2,Mild
By State,Alabama,2021-02-17,30.0,Mild
By State,Alaska,2021-02-17,31.9,Moderate
By State,Arizona,2021-02-17,31.6,Moderate
By State,Arkansas,2021-02-17,33.7,Moderate
By State,California,2021-02-17,35.9,High
By State,Colorado,2021-02-17,31.8,Moderate
By State,Connecticut,2021-02-17,35.8,High
By State,Delaware,2021-02-17,30.3,Moderate
By State,District of Columbia,2021-02-17,34.5,Moderate
By State,Florida,2021-02-17,32.2,Moderate
By State,Georgia,2021-02-17,34.7,Moderate
By State,Hawaii,2021-02-17,31.9,Moderate
By State,Idaho,2021-02-17,30.2,Moderate
By State,Illinois,2021-02-17,34.2,Moderate
By State,Indiana,2021-02-17,33.9,Moderate
By State,Iowa,2021-02-17,29.1,Mild
By State,Kansas,2021-02-17,27.6,Mild
By State,Kentucky,2021-02-17,40.1,Extreme
By State,Louisiana,2021-02-17,39.0,High
By State,Maine,2021-02-17,33.4,Moderate
By State,Maryland,2021-02-17,32.3,Moderate
By State,Massachusetts,2021-02-17,33.4,Moderate
By State,Michigan,2021-02-17,32.7,Moderate
By State,Minnesota,2021-02-17,25.0,Mild
By State,Mississippi,2021-02-17,40.5,Extreme
By State,Missouri,2021-02-17,34.4,Moderate
By State,Montana,2021-02-17,25.2,Mild
By State,Nebraska,2021-02-17,21.4,Mild
By State,Nevada,2021-02-17,40.9,Extreme
By State,New Hampshire,2021-02-17,26.6,Mild
By State,New Jersey,2021-02-17,33.1,Moderate
By State,New Mexico,2021-02-17,33.5,Moderate
By State,New York,2021-02-17,32.7,Moderate
By State,North Carolina,2021-02-17,33.0,Moderate
By State,North Dakota,2021-02-17,25.3,Mild
By State,Ohio,2021-02-17,33.7,Moderate
By State,Oklahoma,2021-02-17,36.1,High
By State,Oregon,2021-02-17,35.5,High
By State,Pennsylvania,2021-02-17,32.6,Moderate
By State,Rhode Island,2021-02-17,32.8,Moderate
By State,South Carolina,2021-02-17,27.9,Mild
By State,South Dakota,2021-02-17,26.8,Mild
By State,Tennessee,2021-02-17,37.6,High
By State,Texas,2021-02-17,34.8,Moderate
By State,Utah,2021-02-17,32.4,Moderate
By State,Vermont,2021-02-17,29.0,Mild
By State,Virginia,2021-02-17,31.9,Moderate
By State,Washington,2021-02-17,34.2,Moderate
By State,West Virginia,2021-02-17,33.3,Moderate
By State,Wisconsin,2021-02-17,26.4,Mild
By State,Wyoming,2021-02-17,33.2,Moderate
By Age,18 - 29 years,2021-03-03,43.7,Extreme
By Age,30 - 39 years,2021-03-03,38.4,High
By Age,40 - 49 years,2021-03-03,33.2,Moderate
By Age,50 - 59 years,2021-03-03,30.5,Moderate
By Age,60 - 69 years,2021-03-03,23.2,Mild
By Age,70 - 79 years,2021-03-03,17.2,Mild
By Age,80 years and above,2021-03-03,19.7,Mild
By Sex,Male,2021-03-03,27.5,Mild
By Sex,Female,2021-03-03,35.1,High
By Race/Hispanic ethnicity,Hispanic or Latino,2021-03-03,33.9,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-03-03,30.8,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-03-03,31.4,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-03-03,23.0,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-03-03,42.8,Extreme
By Education,Less than a high school diploma,2021-03-03,35.8,High
By Education,High school diploma or GED,2021-03-03,30.4,Moderate
By Education,Some college/Associate's degree,2021-03-03,34.9,Moderate
By Education,Bachelor's degree or higher,2021-03-03,28.0,Mild
By State,Alabama,2021-03-03,33.1,Moderate
By State,Alaska,2021-03-03,32.2,Moderate
By State,Arizona,2021-03-03,31.7,Moderate
By State,Arkansas,2021-03-03,39.2,High
By State,California,2021-03-03,33.0,Moderate
By State,Colorado,2021-03-03,37.1,High
By State,Connecticut,2021-03-03,27.9,Mild
By State,Delaware,2021-03-03,28.4,Mild
By State,District of Columbia,2021-03-03,35.3,High
By State,Florida,2021-03-03,32.7,Moderate
By State,Georgia,2021-03-03,27.1,Mild
By State,Hawaii,2021-03-03,26.8,Mild
By State,Idaho,2021-03-03,30.9,Moderate
By State,Illinois,2021-03-03,30.0,Mild
By State,Indiana,2021-03-03,29.2,Mild
By State,Iowa,2021-03-03,27.2,Mild
By State,Kansas,2021-03-03,29.4,Mild
By State,Kentucky,2021-03-03,33.4,Moderate
By State,Louisiana,2021-03-03,35.7,High
By State,Maine,2021-03-03,37.4,High
By State,Maryland,2021-03-03,31.5,Moderate
By State,Massachusetts,2021-03-03,29.5,Mild
By State,Michigan,2021-03-03,31.9,Moderate
By State,Minnesota,2021-03-03,26.8,Mild
By State,Mississippi,2021-03-03,29.5,Mild
By State,Missouri,2021-03-03,33.3,Moderate
By State,Montana,2021-03-03,26.7,Mild
By State,Nebraska,2021-03-03,27.2,Mild
By State,Nevada,2021-03-03,29.5,Mild
By State,New Hampshire,2021-03-03,31.6,Moderate
By State,New Jersey,2021-03-03,31.5,Moderate
By State,New Mexico,2021-03-03,35.0,Moderate
By State,New York,2021-03-03,31.4,Moderate
By State,North Carolina,2021-03-03,30.1,Moderate
By State,North Dakota,2021-03-03,23.3,Mild
By State,Ohio,2021-03-03,33.7,Moderate
By State,Oklahoma,2021-03-03,32.5,Moderate
By State,Oregon,2021-03-03,36.2,High
By State,Pennsylvania,2021-03-03,33.1,Moderate
By State,Rhode Island,2021-03-03,34.4,Moderate
By State,South Carolina,2021-03-03,26.2,Mild
By State,South Dakota,2021-03-03,21.1,Mild
By State,Tennessee,2021-03-03,30.4,Moderate
By State,Texas,2021-03-03,30.8,Moderate
By State,Utah,2021-03-03,27.1,Mild
By State,Vermont,2021-03-03,30.7,Moderate
By State,Virginia,2021-03-03,28.6,Mild
By State,Washington,2021-03-03,32.5,Moderate
By State,West Virginia,2021-03-03,40.6,Extreme
By State,Wisconsin,2021-03-03,26.5,Mild
By State,Wyoming,2021-03-03,31.9,Moderate
By Age,18 - 29 years,2021-03-17,42.7,Extreme
By Age,30 - 39 years,2021-03-17,36.8,High
By Age,40 - 49 years,2021-03-17,33.6,Moderate
By Age,50 - 59 years,2021-03-17,27.3,Mild
By Age,60 - 69 years,2021-03-17,22.6,Mild
By Age,70 - 79 years,2021-03-17,16.3,Mild
By Age,80 years and above,2021-03-17,17.9,Mild
By Sex,Male,2021-03-17,26.3,Mild
By Sex,Female,2021-03-17,33.5,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-03-17,34.8,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-03-17,28.6,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-03-17,32.2,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-03-17,27.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-03-17,35.0,Moderate
By Education,Less than a high school diploma,2021-03-17,38.2,High
By Education,High school diploma or GED,2021-03-17,29.7,Mild
By Education,Some college/Associate's degree,2021-03-17,33.6,Moderate
By Education,Bachelor's degree or higher,2021-03-17,25.4,Mild
By State,Alabama,2021-03-17,29.8,Mild
By State,Alaska,2021-03-17,30.4,Moderate
By State,Arizona,2021-03-17,30.4,Moderate
By State,Arkansas,2021-03-17,31.9,Moderate
By State,California,2021-03-17,34.0,Moderate
By State,Colorado,2021-03-17,30.3,Moderate
By State,Connecticut,2021-03-17,28.2,Mild
By State,Delaware,2021-03-17,26.1,Mild
By State,District of Columbia,2021-03-17,31.9,Moderate
By State,Florida,2021-03-17,28.8,Mild
By State,Georgia,2021-03-17,34.0,Moderate
By State,Hawaii,2021-03-17,23.1,Mild
By State,Idaho,2021-03-17,24.7,Mild
By State,Illinois,2021-03-17,31.1,Moderate
By State,Indiana,2021-03-17,28.3,Mild
By State,Iowa,2021-03-17,25.5,Mild
By State,Kansas,2021-03-17,27.2,Mild
By State,Kentucky,2021-03-17,27.9,Mild
By State,Louisiana,2021-03-17,31.0,Moderate
By State,Maine,2021-03-17,29.4,Mild
By State,Maryland,2021-03-17,26.2,Mild
By State,Massachusetts,2021-03-17,26.6,Mild
By State,Michigan,2021-03-17,31.4,Moderate
By State,Minnesota,2021-03-17,25.8,Mild
By State,Mississippi,2021-03-17,37.0,High
By State,Missouri,2021-03-17,28.6,Mild
By State,Montana,2021-03-17,28.0,Mild
By State,Nebraska,2021-03-17,26.5,Mild
By State,Nevada,2021-03-17,35.4,High
By State,New Hampshire,2021-03-17,28.0,Mild
By State,New Jersey,2021-03-17,29.1,Mild
By State,New Mexico,2021-03-17,33.3,Moderate
By State,New York,2021-03-17,32.3,Moderate
By State,North Carolina,2021-03-17,28.7,Mild
By State,North Dakota,2021-03-17,24.5,Mild
By State,Ohio,2021-03-17,26.7,Mild
By State,Oklahoma,2021-03-17,35.5,High
By State,Oregon,2021-03-17,30.5,Moderate
By State,Pennsylvania,2021-03-17,29.8,Mild
By State,Rhode Island,2021-03-17,33.2,Moderate
By State,South Carolina,2021-03-17,27.7,Mild
By State,South Dakota,2021-03-17,21.2,Mild
By State,Tennessee,2021-03-17,31.9,Moderate
By State,Texas,2021-03-17,30.3,Moderate
By State,Utah,2021-03-17,25.8,Mild
By State,Vermont,2021-03-17,27.9,Mild
By State,Virginia,2021-03-17,26.3,Mild
By State,Washington,2021-03-17,29.7,Mild
By State,West Virginia,2021-03-17,36.7,High
By State,Wisconsin,2021-03-17,25.9,Mild
By State,Wyoming,2021-03-17,30.1,Moderate
By Age,18 - 29 years,2021-04-14,45.0,Extreme
By Age,30 - 39 years,2021-04-14,33.5,Moderate
By Age,40 - 49 years,2021-04-14,30.4,Moderate
By Age,50 - 59 years,2021-04-14,24.3,Mild
By Age,60 - 69 years,2021-04-14,18.6,Mild
By Age,70 - 79 years,2021-04-14,14.3,Mild
By Age,80 years and above,2021-04-14,13.2,Mild
By Sex,Male,2021-04-14,23.0,Mild
By Sex,Female,2021-04-14,31.3,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-04-14,32.9,Moderate
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-04-14,25.9,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-04-14,29.5,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-04-14,19.0,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-04-14,36.0,High
By Education,Less than a high school diploma,2021-04-14,35.9,High
By Education,High school diploma or GED,2021-04-14,28.3,Mild
By Education,Some college/Associate's degree,2021-04-14,30.6,Moderate
By Education,Bachelor's degree or higher,2021-04-14,21.9,Mild
By State,Alabama,2021-04-14,29.8,Mild
By State,Alaska,2021-04-14,26.8,Mild
By State,Arizona,2021-04-14,30.3,Moderate
By State,Arkansas,2021-04-14,26.1,Mild
By State,California,2021-04-14,30.5,Moderate
By State,Colorado,2021-04-14,25.9,Mild
By State,Connecticut,2021-04-14,27.3,Mild
By State,Delaware,2021-04-14,21.8,Mild
By State,District of Columbia,2021-04-14,31.2,Moderate
By State,Florida,2021-04-14,30.2,Moderate
By State,Georgia,2021-04-14,27.9,Mild
By State,Hawaii,2021-04-14,24.5,Mild
By State,Idaho,2021-04-14,23.4,Mild
By State,Illinois,2021-04-14,25.1,Mild
By State,Indiana,2021-04-14,29.7,Mild
By State,Iowa,2021-04-14,24.0,Mild
By State,Kansas,2021-04-14,24.0,Mild
By State,Kentucky,2021-04-14,29.0,Mild
By State,Louisiana,2021-04-14,31.0,Moderate
By State,Maine,2021-04-14,22.7,Mild
By State,Maryland,2021-04-14,27.5,Mild
By State,Massachusetts,2021-04-14,27.9,Mild
By State,Michigan,2021-04-14,28.1,Mild
By State,Minnesota,2021-04-14,20.1,Mild
By State,Mississippi,2021-04-14,24.4,Mild
By State,Missouri,2021-04-14,28.9,Mild
By State,Montana,2021-04-14,30.4,Moderate
By State,Nebraska,2021-04-14,25.6,Mild
By State,Nevada,2021-04-14,27.4,Mild
By State,New Hampshire,2021-04-14,23.3,Mild
By State,New Jersey,2021-04-14,27.6,Mild
By State,New Mexico,2021-04-14,27.4,Mild
By State,New York,2021-04-14,26.9,Mild
By State,North Carolina,2021-04-14,26.7,Mild
By State,North Dakota,2021-04-14,26.8,Mild
By State,Ohio,2021-04-14,21.7,Mild
By State,Oklahoma,2021-04-14,23.5,Mild
By State,Oregon,2021-04-14,29.6,Mild
By State,Pennsylvania,2021-04-14,24.8,Mild
By State,Rhode Island,2021-04-14,23.0,Mild
By State,South Carolina,2021-04-14,24.9,Mild
By State,South Dakota,2021-04-14,22.2,Mild
By State,Tennessee,2021-04-14,26.8,Mild
By State,Texas,2021-04-14,30.9,Moderate
By State,Utah,2021-04-14,20.2,Mild
By State,Vermont,2021-04-14,26.0,Mild
By State,Virginia,2021-04-14,22.3,Mild
By State,Washington,2021-04-14,25.2,Mild
By State,West Virginia,2021-04-14,35.6,High
By State,Wisconsin,2021-04-14,22.9,Mild
By State,Wyoming,2021-04-14,16.9,Mild
By Age,18 - 29 years,2021-04-28,43.0,Extreme
By Age,30 - 39 years,2021-04-28,31.9,Moderate
By Age,40 - 49 years,2021-04-28,27.6,Mild
By Age,50 - 59 years,2021-04-28,25.6,Mild
By Age,60 - 69 years,2021-04-28,18.7,Mild
By Age,70 - 79 years,2021-04-28,13.0,Mild
By Age,80 years and above,2021-04-28,16.0,Mild
By Sex,Male,2021-04-28,22.5,Mild
By Sex,Female,2021-04-28,30.2,Moderate
By Race/Hispanic ethnicity,Hispanic or Latino,2021-04-28,29.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic White, single race",2021-04-28,25.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",2021-04-28,28.7,Mild
By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",2021-04-28,18.2,Mild
By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",2021-04-28,34.8,Moderate
By Education,Less than a high school diploma,2021-04-28,34.5,Moderate
By Education,High school diploma or GED,2021-04-28,25.9,Mild
By Education,Some college/Associate's degree,2021-04-28,30.6,Moderate
By Education,Bachelor's degree or higher,2021-04-28,21.6,Mild
By State,Alabama,2021-04-28,28.1,Mild
By State,Alaska,2021-04-28,29.7,Mild
By State,Arizona,2021-04-28,25.8,Mild
By State,Arkansas,2021-04-28,29.9,Mild
By State,California,2021-04-28,28.5,Mild
By State,Colorado,2021-04-28,25.7,Mild
By State,Connecticut,2021-04-28,25.8,Mild
By State,Delaware,2021-04-28,26.3,Mild
By State,District of Columbia,2021-04-28,25.0,Mild
By State,Florida,2021-04-28,29.2,Mild
By State,Georgia,2021-04-28,26.0,Mild
By State,Hawaii,2021-04-28,20.6,Mild
By State,Idaho,2021-04-28,23.0,Mild
By State,Illinois,2021-04-28,26.6,Mild
By State,Indiana,2021-04-28,24.3,Mild
By State,Iowa,2021-04-28,25.2,Mild
By State,Kansas,2021-04-28,25.7,Mild
By State,Kentucky,2021-04-28,30.8,Moderate
By State,Louisiana,2021-04-28,30.4,Moderate
By State,Maine,2021-04-28,23.3,Mild
By State,Maryland,2021-04-28,22.6,Mild
By State,Massachusetts,2021-04-28,24.3,Mild
By State,Michigan,2021-04-28,26.3,Mild
By State,Minnesota,2021-04-28,20.8,Mild
By State,Mississippi,2021-04-28,19.1,Mild
By State,Missouri,2021-04-28,26.5,Mild
By State,Montana,2021-04-28,21.7,Mild
By State,Nebraska,2021-04-28,28.5,Mild
By State,Nevada,2021-04-28,24.2,Mild
By State,New Hampshire,2021-04-28,23.3,Mild
By State,New Jersey,2021-04-28,23.3,Mild
By State,New Mexico,2021-04-28,25.4,Mild
By State,New York,2021-04-28,27.4,Mild
By State,North Carolina,2021-04-28,29.6,Mild
By State,North Dakota,2021-04-28,21.7,Mild
By State,Ohio,2021-04-28,25.8,Mild
By State,Oklahoma,2021-04-28,29.7,Mild
By State,Oregon,2021-04-28,27.8,Mild
By State,Pennsylvania,2021-04-28,23.6,Mild
By State,Rhode Island,2021-04-28,21.6,Mild
By State,South Carolina,2021-04-28,25.7,Mild
By State,South Dakota,2021-04-28,23.0,Mild
By State,Tennessee,2021-04-28,25.2,Mild
