Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-02-03,32.7,High
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-02-03,37.5,Extreme
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-02-03,29.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-02-03,48.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-02-03,39.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-02-03,43.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-02-03,33.9,High
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-02-17,35.1,High
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-02-17,30.0,High
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-02-17,31.6,High
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-02-17,20.6,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-02-17,39.2,Extreme
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-02-17,33.4,High
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-02-17,37.4,Extreme
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-02-17,28.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-02-17,46.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-02-17,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-02-17,43.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-02-17,32.3,High
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-03-03,34.1,High
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-03-03,28.0,Moderate
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-03-03,29.9,High
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-03-03,19.8,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-03-03,35.8,Extreme
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-03-03,30.4,High
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-03-03,34.9,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-03-03,28.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-03-03,42.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-03-03,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-03-03,41.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-03-03,31.7,High
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-03-17,32.7,High
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-03-17,25.2,Moderate
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-03-17,29.2,Moderate
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-03-17,18.2,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-03-17,38.2,Extreme
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-03-17,29.7,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-03-17,33.6,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-03-17,25.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-03-17,42.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-03-17,34.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-03-17,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-03-17,29.3,Moderate
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-04-14,33.8,High
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-04-14,24.9,Moderate
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-04-14,26.1,Moderate
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-04-14,16.2,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-04-14,35.9,Extreme
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-04-14,28.3,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-04-14,30.6,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-04-14,21.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-04-14,43.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-04-14,33.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-04-14,36.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-04-14,25.7,Moderate
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-04-28,32.1,High
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-04-28,22.7,Mild
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-04-28,25.8,Moderate
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-04-28,15.5,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-04-28,34.5,High
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-04-28,25.9,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-04-28,30.6,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-04-28,21.6,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-04-28,40.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-04-28,30.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-04-28,35.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-04-28,24.7,Mild
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-05-12,29.0,Moderate
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-05-12,23.7,Mild
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-05-12,24.5,Mild
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-05-12,15.2,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-05-12,32.3,High
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-05-12,26.6,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-05-12,28.7,Moderate
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-05-12,20.8,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-05-12,36.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-05-12,31.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-05-12,33.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-05-12,23.9,Mild
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-05-26,28.5,Moderate
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-05-26,23.7,Mild
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-05-26,23.6,Mild
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-05-26,14.5,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-05-26,34.2,High
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-05-26,26.4,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-05-26,28.4,Moderate
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-05-26,20.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-05-26,37.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-05-26,31.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-05-26,32.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-05-26,23.2,Mild
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-06-09,26.2,Moderate
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-06-09,25.0,Moderate
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-06-09,25.2,Moderate
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-06-09,14.2,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-06-09,29.1,Moderate
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-06-09,28.7,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-06-09,29.4,Moderate
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-06-09,20.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-06-09,35.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-06-09,33.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-06-09,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-06-09,23.1,Mild
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-06-23,32.8,High
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-06-23,22.7,Mild
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-06-23,24.6,Mild
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-06-23,13.4,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-06-23,35.1,High
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-06-23,24.1,Mild
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-06-23,28.7,Moderate
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-06-23,18.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-06-23,41.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-06-23,29.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-06-23,33.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-06-23,21.8,Mild
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-07-21,32.0,High
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-07-21,24.5,Mild
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-07-21,25.7,Moderate
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-07-21,14.6,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-07-21,32.7,High
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-07-21,27.6,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-07-21,31.2,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-07-21,21.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-07-21,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-07-21,32.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-07-21,35.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-07-21,23.8,Mild
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-08-04,27.3,Moderate
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-08-04,24.0,Mild
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-08-04,24.2,Mild
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-08-04,15.0,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-08-04,31.9,High
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-08-04,25.4,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-08-04,30.3,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-08-04,23.1,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-08-04,37.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-08-04,30.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-08-04,34.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-08-04,26.0,Moderate
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-08-18,28.9,Moderate
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-08-18,24.9,Moderate
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-08-18,25.7,Moderate
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-08-18,16.3,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-08-18,31.0,High
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-08-18,27.7,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-08-18,31.1,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-08-18,24.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-08-18,36.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-08-18,32.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-08-18,35.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-08-18,27.1,Moderate
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-09-01,26.9,Moderate
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-09-01,25.0,Moderate
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-09-01,25.2,Moderate
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-09-01,16.6,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-09-01,27.8,Moderate
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-09-01,29.5,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-09-01,30.2,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-09-01,25.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-09-01,33.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-09-01,33.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-09-01,34.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-09-01,27.9,Moderate
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-09-15,32.7,High
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-09-15,23.7,Mild
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-09-15,25.9,Moderate
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-09-15,15.7,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-09-15,35.8,Extreme
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-09-15,27.1,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-09-15,31.5,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-09-15,23.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-09-15,41.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-09-15,32.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-09-15,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-09-15,26.4,Moderate
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-09-29,29.1,Moderate
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-09-29,23.1,Mild
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-09-29,25.7,Moderate
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-09-29,15.6,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-09-29,33.8,High
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-09-29,27.0,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-09-29,30.9,High
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-09-29,22.9,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-09-29,39.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-09-29,31.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-09-29,35.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-09-29,25.9,Moderate
Symptoms of Depressive Disorder,By Education,Less than a high school diploma,2021-12-01,27.7,Moderate
Symptoms of Depressive Disorder,By Education,High school diploma or GED,2021-12-01,23.6,Mild
Symptoms of Depressive Disorder,By Education,Some college/Associate's degree,2021-12-01,23.9,Mild
Symptoms of Depressive Disorder,By Education,Bachelor's degree or higher,2021-12-01,15.7,Mild
Symptoms of Anxiety Disorder,By Education,Less than a high school diploma,2021-12-01,29.0,Moderate
Symptoms of Anxiety Disorder,By Education,High school diploma or GED,2021-12-01,28.2,Moderate
Symptoms of Anxiety Disorder,By Education,Some college/Associate's degree,2021-12-01,28.7,Moderate
Symptoms of Anxiety Disorder,By Education,Bachelor's degree or higher,2021-12-01,22.4,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Less than a high school diploma,2021-12-01,35.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,High school diploma or GED,2021-12-01,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Some college/Associate's degree,2021-12-01,33.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,Bachelor's degree or higher,2021-12-01,25.3,Moderate
