Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-03-03,42.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-03-03,39.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-03-03,35.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-03-03,38.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-03-03,30.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-03-03,47.5,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-03-17,28.3,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-03-17,22.8,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-03-17,27.0,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-03-17,24.7,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-03-17,34.9,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-03-17,34.8,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-03-17,28.6,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-03-17,32.2,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-03-17,27.2,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-03-17,35.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-03-17,40.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-03-17,33.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-03-17,37.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-03-17,33.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-03-17,43.1,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-04-14,29.3,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-04-14,21.2,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-04-14,24.7,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-04-14,18.5,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-04-14,28.7,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-04-14,32.9,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-04-14,25.9,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-04-14,29.5,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-04-14,19.0,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-04-14,36.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-04-14,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-04-14,30.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-04-14,35.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-04-14,25.5,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-04-14,41.7,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-04-28,26.1,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-04-28,20.6,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-04-28,23.5,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-04-28,15.9,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-04-28,31.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-04-28,29.2,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-04-28,25.7,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-04-28,28.7,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-04-28,18.2,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-04-28,34.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-04-28,34.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-04-28,29.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-04-28,33.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-04-28,22.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-04-28,41.8,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-05-12,27.4,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-05-12,19.5,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-05-12,23.1,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-05-12,19.6,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-05-12,31.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-05-12,30.2,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-05-12,24.2,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-05-12,29.3,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-05-12,19.4,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-05-12,33.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-05-12,36.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-05-12,28.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-05-12,33.7,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-05-12,24.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-05-12,40.2,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-05-26,26.3,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-05-26,19.1,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-05-26,22.2,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-05-26,15.6,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-05-26,32.3,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-05-26,31.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-05-26,23.9,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-05-26,26.9,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-05-26,16.2,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-05-26,35.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-05-26,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-05-26,27.7,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-05-26,32.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-05-26,20.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-05-26,41.0,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-06-09,26.5,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-06-09,19.5,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-06-09,26.6,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-06-09,15.1,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-06-09,32.2,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-06-09,31.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-06-09,24.6,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-06-09,27.1,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-06-09,19.2,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-06-09,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-06-09,35.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-06-09,28.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-06-09,34.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-06-09,22.8,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-06-09,45.4,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-06-23,26.4,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-06-23,18.6,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-06-23,24.2,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-06-23,16.8,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-06-23,32.9,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-06-23,28.6,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-06-23,22.7,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-06-23,28.3,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-06-23,18.9,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-06-23,37.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-06-23,35.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-06-23,26.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-06-23,33.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-06-23,23.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-06-23,42.3,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-07-21,26.8,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-07-21,20.5,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-07-21,24.6,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-07-21,18.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-07-21,30.7,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-07-21,32.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-07-21,25.2,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-07-21,30.1,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-07-21,20.0,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-07-21,38.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-07-21,37.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-07-21,29.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-07-21,34.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-07-21,24.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-07-21,41.3,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-08-04,25.3,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-08-04,20.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-08-04,23.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-08-04,15.7,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-08-04,32.1,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-08-04,31.7,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-08-04,25.4,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-08-04,27.7,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-08-04,16.9,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-08-04,35.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-08-04,36.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-08-04,29.3,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-08-04,32.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-08-04,21.7,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-08-04,41.3,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-08-18,25.4,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-08-18,21.6,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-08-18,24.8,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-08-18,16.2,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-08-18,29.5,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-08-18,29.8,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-08-18,27.5,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-08-18,28.5,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-08-18,18.5,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-08-18,35.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-08-18,35.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-08-18,31.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-08-18,33.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-08-18,24.2,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-08-18,39.9,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-09-01,27.9,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-09-01,21.2,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-09-01,21.9,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-09-01,17.1,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-09-01,29.6,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-09-01,30.5,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-09-01,28.1,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-09-01,25.6,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-09-01,20.5,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-09-01,35.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-09-01,35.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-09-01,31.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-09-01,31.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-09-01,25.0,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-09-01,39.5,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-09-15,26.8,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2021-09-15,20.6,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-09-15,26.4,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-09-15,15.8,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-09-15,32.5,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-09-15,32.1,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2021-09-15,26.6,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2021-09-15,29.1,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2021-09-15,20.2,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-09-15,39.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-09-15,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2021-09-15,30.6,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2021-09-15,34.8,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2021-09-15,23.5,Mild
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2021-09-15,47.4,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2021-09-29,24.5,Mild
