Mental_indicator,Group_name,Subgroup,Time_Period,Percentage,Risk
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-05-07,38.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-05-07,29.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-07,45.9,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-05-14,28.9,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-05-14,22.7,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-05-14,28.5,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-05-14,20.9,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-14,27.1,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-05-14,33.6,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-05-14,26.3,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-05-14,32.7,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-05-14,23.4,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-14,31.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-05-14,40.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-05-14,31.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-05-14,39.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-05-14,30.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-14,37.2,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-05-21,31.4,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-05-21,23.3,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-05-21,24.8,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-05-21,19.5,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-21,32.2,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-05-21,36.3,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-05-21,27.6,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-05-21,30.2,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-05-21,22.2,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-21,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-05-21,41.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-05-21,32.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-05-21,35.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-05-21,27.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-21,43.4,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-05-28,26.3,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-05-28,23.7,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-05-28,29.9,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-05-28,22.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-28,37.6,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-05-28,32.1,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-05-28,29.0,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-05-28,33.8,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-05-28,28.4,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-28,44.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-05-28,38.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-05-28,33.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-05-28,40.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-05-28,34.2,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-05-28,49.6,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-04,30.8,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-06-04,23.9,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-06-04,29.6,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-06-04,19.8,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-04,33.9,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-04,34.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-06-04,29.6,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-06-04,34.6,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-06-04,25.6,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-04,40.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-04,40.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-06-04,34.0,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-06-04,40.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-06-04,29.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-04,48.1,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-11,28.4,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-06-11,23.5,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-06-11,28.3,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-06-11,21.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-11,32.3,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-11,33.6,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-06-11,30.6,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-06-11,35.8,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-06-11,26.0,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-11,37.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-11,39.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-06-11,34.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-06-11,40.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-06-11,29.9,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-11,44.3,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-18,29.0,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-06-18,24.2,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-06-18,28.1,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-06-18,20.1,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-18,34.1,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-18,36.5,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-06-18,29.8,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-06-18,32.6,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-06-18,23.0,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-18,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-18,42.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-06-18,34.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-06-18,39.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-06-18,27.8,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-18,45.1,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-25,31.1,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-06-25,24.9,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-06-25,30.9,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-06-25,21.5,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-25,36.8,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-25,37.0,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-06-25,31.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-06-25,35.1,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-06-25,24.3,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-25,45.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-06-25,42.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-06-25,35.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-06-25,41.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-06-25,28.6,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-06-25,49.6,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-07-02,30.9,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-07-02,26.0,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-07-02,29.9,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-07-02,25.0,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-07-02,35.6,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-07-02,37.1,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-07-02,32.9,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-07-02,34.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-07-02,29.9,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-07-02,43.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-07-02,43.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-07-02,37.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-07-02,40.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-07-02,36.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-07-02,47.7,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-07-09,31.0,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-07-09,26.6,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-07-09,30.0,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-07-09,26.4,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-07-09,36.1,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-07-09,39.3,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-07-09,34.1,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-07-09,36.9,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-07-09,30.2,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-07-09,46.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-07-09,44.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-07-09,38.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-07-09,42.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-07-09,36.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-07-09,51.2,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-07-16,34.2,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-07-16,27.7,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-07-16,32.1,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-07-16,30.5,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-07-16,33.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-07-16,41.9,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-07-16,34.2,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-07-16,35.8,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-07-16,35.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-07-16,43.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-07-16,46.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-07-16,38.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-07-16,42.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-07-16,40.3,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-07-16,48.8,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-08-19,28.5,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-08-19,23.2,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-08-19,26.2,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-08-19,20.8,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-08-19,30.3,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-08-19,33.3,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-08-19,31.2,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-08-19,30.8,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-08-19,25.1,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-08-19,37.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-08-19,40.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-08-19,35.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-08-19,37.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-08-19,30.5,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-08-19,43.1,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-09-02,28.9,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-09-02,22.7,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-09-02,28.5,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-09-02,19.1,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-09-02,31.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-09-02,35.9,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-09-02,30.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-09-02,33.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-09-02,21.5,Mild
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-09-02,42.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-09-02,42.0,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-09-02,34.4,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-09-02,38.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-09-02,27.4,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-09-02,47.8,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-09-16,31.0,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-09-16,23.4,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-09-16,25.8,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-09-16,21.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-09-16,31.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-09-16,38.5,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-09-16,31.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-09-16,32.0,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-09-16,25.0,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-09-16,39.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-09-16,44.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-09-16,35.6,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-09-16,37.4,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-09-16,30.1,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-09-16,44.4,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-09-30,31.5,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-09-30,23.3,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-09-30,29.2,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-09-30,19.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-09-30,33.6,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-09-30,36.4,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-09-30,31.6,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-09-30,32.2,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-09-30,24.8,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-09-30,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-09-30,43.5,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-09-30,35.9,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-09-30,39.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-09-30,29.2,Moderate
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-09-30,45.7,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-10-14,31.3,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-10-14,24.0,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-10-14,28.7,Moderate
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-10-14,23.1,Mild
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-10-14,34.4,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-10-14,36.0,Extreme
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,White,2020-10-14,31.8,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Black,2020-10-14,32.9,High
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Asian,2020-10-14,29.2,Moderate
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-10-14,41.7,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-10-14,42.2,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,White,2020-10-14,36.1,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Black,2020-10-14,39.8,Extreme
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Asian,2020-10-14,34.3,High
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,Other/Multiple races,2020-10-14,48.3,Extreme
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,Hispanic/Latino,2020-10-28,33.5,High
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,White,2020-10-28,25.4,Moderate
